GEO_ID,NAME,S0101_C01_001E,S0101_C03_001E,S0101_C05_001E,S0101_C01_003E,S0101_C02_003E,S0101_C04_003E,S0101_C01_004E,S0101_C02_004E,S0101_C01_005E,S0101_C02_005E,S0101_C01_006E,S0101_C02_006E,S0101_C01_007E,S0101_C02_007E,S0101_C01_008E,S0101_C02_008E,S0101_C01_009E,S0101_C02_009E,S0101_C01_010E,S0101_C02_010E,S0101_C01_011E,S0101_C02_011E,S0101_C01_012E,S0101_C02_012E,S0101_C01_013E,S0101_C02_013E,S0101_C01_014E,S0101_C02_014E,S0101_C01_015E,S0101_C02_015E,S0101_C01_016E,S0101_C02_016E,S0101_C01_017E,S0101_C02_017E,S0101_C01_018E,S0101_C02_018E,S0101_C01_019E,S0101_C02_019E
id,Geographic Area Name,Estimate!!Total!!Total population,Estimate!!Male!!Total population,Estimate!!Female!!Total population,Estimate!!Total!!Total population!!AGE!!5 to 9 years,Estimate!!Percent!!Total population!!AGE!!5 to 9 years,Estimate!!Percent Male!!Total population!!AGE!!5 to 9 years,Estimate!!Total!!Total population!!AGE!!10 to 14 years,Estimate!!Percent!!Total population!!AGE!!10 to 14 years,Estimate!!Total!!Total population!!AGE!!15 to 19 years,Estimate!!Percent!!Total population!!AGE!!15 to 19 years,Estimate!!Total!!Total population!!AGE!!20 to 24 years,Estimate!!Percent!!Total population!!AGE!!20 to 24 years,Estimate!!Total!!Total population!!AGE!!25 to 29 years,Estimate!!Percent!!Total population!!AGE!!25 to 29 years,Estimate!!Total!!Total population!!AGE!!30 to 34 years,Estimate!!Percent!!Total population!!AGE!!30 to 34 years,Estimate!!Total!!Total population!!AGE!!35 to 39 years,Estimate!!Percent!!Total population!!AGE!!35 to 39 years,Estimate!!Total!!Total population!!AGE!!40 to 44 years,Estimate!!Percent!!Total population!!AGE!!40 to 44 years,Estimate!!Total!!Total population!!AGE!!45 to 49 years,Estimate!!Percent!!Total population!!AGE!!45 to 49 years,Estimate!!Total!!Total population!!AGE!!50 to 54 years,Estimate!!Percent!!Total population!!AGE!!50 to 54 years,Estimate!!Total!!Total population!!AGE!!55 to 59 years,Estimate!!Percent!!Total population!!AGE!!55 to 59 years,Estimate!!Total!!Total population!!AGE!!60 to 64 years,Estimate!!Percent!!Total population!!AGE!!60 to 64 years,Estimate!!Total!!Total population!!AGE!!65 to 69 years,Estimate!!Percent!!Total population!!AGE!!65 to 69 years,Estimate!!Total!!Total population!!AGE!!70 to 74 years,Estimate!!Percent!!Total population!!AGE!!70 to 74 years,Estimate!!Total!!Total population!!AGE!!75 to 79 years,Estimate!!Percent!!Total population!!AGE!!75 to 79 years,Estimate!!Total!!Total population!!AGE!!80 to 84 years,Estimate!!Percent!!Total population!!AGE!!80 to 84 years,Estimate!!Total!!Total population!!AGE!!85 years and over,Estimate!!Percent!!Total population!!AGE!!85 years and over
0500000US16053,"Jerome County, Idaho",23431,11801,11630,2109,9,9.5,2081,8.9,1687,7.2,1395,6,1551,6.6,1608,6.9,1671,7.1,1152,4.9,1245,5.3,1340,5.7,1234,5.3,1384,5.9,866,3.7,953,4.1,477,2,360,1.5,279,1.2
0500000US16055,"Kootenai County, Idaho",153605,75890,77715,10138,6.6,6.8,10152,6.6,9644,6.3,8723,5.7,9690,6.3,9552,6.2,9271,6,9229,6,9275,6,10027,6.5,10206,6.6,10829,7,9478,6.2,7242,4.7,5029,3.3,3169,2.1,2735,1.8
0500000US16057,"Latah County, Idaho",39239,19894,19345,2007,5.1,5.6,2011,5.1,4196,10.7,7024,17.9,3110,7.9,2277,5.8,2042,5.2,1643,4.2,1735,4.4,1962,5,2211,5.6,1950,5,1826,4.7,1221,3.1,783,2,644,1.6,460,1.2
0500000US16059,"Lemhi County, Idaho",7798,3948,3850,427,5.5,6.4,380,4.9,418,5.4,304,3.9,292,3.7,354,4.5,376,4.8,368,4.7,367,4.7,485,6.2,647,8.3,769,9.9,709,9.1,648,8.3,288,3.7,219,2.8,376,4.8
0500000US16061,"Lewis County, Idaho",3845,1911,1934,246,6.4,7.1,290,7.5,223,5.8,171,4.4,158,4.1,177,4.6,186,4.8,170,4.4,174,4.5,256,6.7,316,8.2,334,8.7,276,7.2,252,6.6,240,6.2,107,2.8,59,1.5
0500000US16063,"Lincoln County, Idaho",5321,2766,2555,492,9.2,11.2,475,8.9,444,8.3,290,5.5,259,4.9,339,6.4,368,6.9,396,7.4,267,5,313,5.9,301,5.7,354,6.7,240,4.5,154,2.9,91,1.7,67,1.3,109,2
0500000US16065,"Madison County, Idaho",38705,19529,19176,2526,6.5,6.1,2635,6.8,4446,11.5,8946,23.1,4268,11,1844,4.8,1551,4,1386,3.6,1188,3.1,1216,3.1,1421,3.7,935,2.4,792,2,631,1.6,458,1.2,252,0.7,351,0.9
0500000US16067,"Minidoka County, Idaho",20615,10377,10238,1943,9.4,9,1391,6.7,1514,7.3,1366,6.6,1224,5.9,1162,5.6,1508,7.3,1014,4.9,1047,5.1,1070,5.2,1299,6.3,1256,6.1,1075,5.2,774,3.8,578,2.8,377,1.8,418,2
0500000US16069,"Nez Perce County, Idaho",40155,19758,20397,2302,5.7,5.6,2458,6.1,2454,6.1,2628,6.5,2730,6.8,2501,6.2,2243,5.6,2262,5.6,2297,5.7,2530,6.3,2939,7.3,2565,6.4,2345,5.8,1862,4.6,1405,3.5,991,2.5,1185,3
0500000US16071,"Oneida County, Idaho",4326,2083,2243,395,9.1,7.1,392,9.1,332,7.7,235,5.4,122,2.8,203,4.7,292,6.7,225,5.2,180,4.2,239,5.5,344,8,267,6.2,275,6.4,173,4,159,3.7,108,2.5,114,2.6
0500000US16073,"Owyhee County, Idaho",11455,5874,5581,911,8,8.2,810,7.1,840,7.3,687,6,627,5.5,579,5.1,710,6.2,650,5.7,697,6.1,686,6,920,8,558,4.9,716,6.3,487,4.3,445,3.9,124,1.1,237,2.1
0500000US16075,"Payette County, Idaho",23041,11470,11571,1740,7.6,7.3,1882,8.2,1519,6.6,1343,5.8,1286,5.6,1101,4.8,1134,4.9,1569,6.8,1601,6.9,1464,6.4,1344,5.8,1529,6.6,1434,6.2,885,3.8,865,3.8,514,2.2,299,1.3
0500000US16077,"Power County, Idaho",7713,3781,3932,599,7.8,7,638,8.3,466,6,508,6.6,481,6.2,356,4.6,505,6.5,454,5.9,410,5.3,414,5.4,586,7.6,437,5.7,262,3.4,451,5.8,218,2.8,151,2,127,1.6
0500000US16079,"Shoshone County, Idaho",12526,6267,6259,679,5.4,5.8,626,5,662,5.3,620,4.9,661,5.3,541,4.3,647,5.2,720,5.7,771,6.2,900,7.2,1056,8.4,1085,8.7,881,7,767,6.1,544,4.3,265,2.1,333,2.7
0500000US16081,"Teton County, Idaho",11080,5887,5193,1015,9.2,9.6,706,6.4,602,5.4,627,5.7,617,5.6,815,7.4,1032,9.3,863,7.8,836,7.5,646,5.8,790,7.1,621,5.6,497,4.5,279,2.5,106,1,108,1,136,1.2
0500000US16083,"Twin Falls County, Idaho",83666,41204,42462,6482,7.7,8.4,6855,8.2,5665,6.8,5144,6.1,5776,6.9,5951,7.1,4810,5.7,5490,6.6,4414,5.3,4768,5.7,4997,6,4559,5.4,3807,4.6,3176,3.8,2374,2.8,1572,1.9,1524,1.8
0500000US16085,"Valley County, Idaho",10401,5486,4915,552,5.3,6.8,528,5.1,410,3.9,323,3.1,608,5.8,563,5.4,290,2.8,947,9.1,625,6,665,6.4,702,6.7,1260,12.1,1071,10.3,603,5.8,247,2.4,228,2.2,288,2.8
0500000US16087,"Washington County, Idaho",10025,4966,5059,845,8.4,7.5,619,6.2,637,6.4,395,3.9,504,5,480,4.8,455,4.5,578,5.8,503,5,666,6.6,637,6.4,825,8.2,784,7.8,614,6.1,579,5.8,198,2,236,2.4
0500000US17001,"Adams County, Illinois",66427,32481,33946,4369,6.6,6.9,4143,6.2,3768,5.7,3853,5.8,4263,6.4,3979,6,3722,5.6,3732,5.6,3891,5.9,4543,6.8,4862,7.3,4213,6.3,3625,5.5,3081,4.6,2599,3.9,1768,2.7,1896,2.9
0500000US17003,"Alexander County, Illinois",6532,3104,3428,398,6.1,5.7,553,8.5,352,5.4,225,3.4,378,5.8,359,5.5,392,6,272,4.2,340,5.2,459,7,548,8.4,468,7.2,474,7.3,349,5.3,231,3.5,151,2.3,123,1.9
0500000US17005,"Bond County, Illinois",16712,8587,8125,910,5.4,6.1,880,5.3,1168,7,1161,6.9,1020,6.1,973,5.8,1232,7.4,946,5.7,1041,6.2,1256,7.5,1240,7.4,1196,7.2,797,4.8,787,4.7,552,3.3,359,2.1,424,2.5
0500000US17007,"Boone County, Illinois",53606,26830,26776,3331,6.2,6.4,4577,8.5,4481,8.4,3228,6,2808,5.2,2870,5.4,3538,6.6,3235,6,4092,7.6,3820,7.1,3625,6.8,3011,5.6,2422,4.5,2407,4.5,1192,2.2,1071,2,836,1.6
0500000US17009,"Brown County, Illinois",6675,4238,2437,302,4.5,4.4,320,4.8,278,4.2,506,7.6,590,8.8,563,8.4,652,9.8,451,6.8,464,7,502,7.5,504,7.6,319,4.8,315,4.7,193,2.9,208,3.1,79,1.2,154,2.3
0500000US17011,"Bureau County, Illinois",33381,16437,16944,1897,5.7,6,2278,6.8,2019,6,1875,5.6,1688,5.1,1827,5.5,1867,5.6,1834,5.5,2114,6.3,2330,7,2439,7.3,2449,7.3,2076,6.2,1651,4.9,1300,3.9,1104,3.3,892,2.7
0500000US17013,"Calhoun County, Illinois",4858,2435,2423,217,4.5,5.3,369,7.6,331,6.8,188,3.9,223,4.6,230,4.7,252,5.2,259,5.3,321,6.6,357,7.3,387,8,357,7.3,296,6.1,297,6.1,184,3.8,220,4.5,116,2.4
0500000US17015,"Carroll County, Illinois",14562,7229,7333,668,4.6,5.3,869,6,812,5.6,771,5.3,686,4.7,761,5.2,669,4.6,856,5.9,817,5.6,999,6.9,1172,8,1168,8,1141,7.8,865,5.9,599,4.1,575,3.9,364,2.5
0500000US17017,"Cass County, Illinois",12665,6353,6312,990,7.8,8.6,729,5.8,811,6.4,698,5.5,736,5.8,833,6.6,745,5.9,818,6.5,800,6.3,872,6.9,997,7.9,697,5.5,728,5.7,373,2.9,420,3.3,327,2.6,271,2.1
0500000US17019,"Champaign County, Illinois",209448,104513,104935,10611,5.1,5.3,10676,5.1,21476,10.3,33845,16.2,16865,8.1,13934,6.7,12744,6.1,9792,4.7,10132,4.8,10542,5,10965,5.2,11235,5.4,8329,4,5884,2.8,4459,2.1,2874,1.4,3482,1.7
0500000US17021,"Christian County, Illinois",33231,16818,16413,2041,6.1,6.3,1881,5.7,1917,5.8,1899,5.7,1945,5.9,1942,5.8,2124,6.4,1966,5.9,2170,6.5,2470,7.4,2712,8.2,2122,6.4,1888,5.7,1430,4.3,1213,3.7,774,2.3,1030,3.1
0500000US17023,"Clark County, Illinois",15836,7824,8012,1042,6.6,7.2,987,6.2,1032,6.5,859,5.4,857,5.4,888,5.6,983,6.2,804,5.1,1034,6.5,1126,7.1,1268,8,1010,6.4,822,5.2,807,5.1,619,3.9,288,1.8,483,3.1
0500000US17025,"Clay County, Illinois",13338,6586,6752,854,6.4,6.7,842,6.3,759,5.7,777,5.8,735,5.5,707,5.3,720,5.4,781,5.9,792,5.9,945,7.1,1038,7.8,1000,7.5,819,6.1,630,4.7,383,2.9,431,3.2,369,2.8
0500000US17027,"Clinton County, Illinois",37628,19551,18077,2031,5.4,6,2469,6.6,2171,5.8,2200,5.8,2473,6.6,2646,7,2667,7.1,2060,5.5,2538,6.7,2876,7.6,2818,7.5,2493,6.6,2052,5.5,1251,3.3,1178,3.1,801,2.1,828,2.2
0500000US17029,"Coles County, Illinois",51736,24999,26737,2577,5,5.3,2826,5.5,4187,8.1,6713,13,3824,7.4,3157,6.1,2991,5.8,2447,4.7,2677,5.2,3008,5.8,3425,6.6,3139,6.1,2477,4.8,2083,4,1429,2.8,1101,2.1,1245,2.4
0500000US17031,"Cook County, Illinois",5223719,2534640,2689079,317203,6.1,6.3,322294,6.2,318152,6.1,351197,6.7,437371,8.4,415948,8,367444,7,337231,6.5,332966,6.4,335891,6.4,333851,6.4,301597,5.8,235962,4.5,174000,3.3,124930,2.4,92837,1.8,97001,1.9
0500000US17033,"Crawford County, Illinois",19088,9910,9178,968,5.1,5.1,1129,5.9,1057,5.5,1107,5.8,1305,6.8,1257,6.6,1250,6.5,1147,6,1227,6.4,1359,7.1,1355,7.1,1389,7.3,1155,6.1,742,3.9,640,3.4,482,2.5,493,2.6
0500000US17035,"Cumberland County, Illinois",10865,5455,5410,627,5.8,6.4,783,7.2,624,5.7,542,5,597,5.5,663,6.1,571,5.3,705,6.5,668,6.1,752,6.9,891,8.2,733,6.7,721,6.6,418,3.8,401,3.7,223,2.1,279,2.6
0500000US17037,"DeKalb County, Illinois",104200,51580,52620,5863,5.6,6.1,6855,6.6,9198,8.8,14896,14.3,7855,7.5,6507,6.2,5722,5.5,5930,5.7,5711,5.5,5945,5.7,6220,6,5072,4.9,4054,3.9,3078,3,1963,1.9,1573,1.5,1733,1.7
0500000US17039,"De Witt County, Illinois",16042,8015,8027,939,5.9,6.6,1029,6.4,978,6.1,818,5.1,826,5.1,985,6.1,1092,6.8,853,5.3,1060,6.6,1166,7.3,1261,7.9,1218,7.6,902,5.6,748,4.7,516,3.2,349,2.2,428,2.7
0500000US17041,"Douglas County, Illinois",19714,9748,9966,1221,6.2,6,1540,7.8,1311,6.7,1182,6,1189,6,1208,6.1,1368,6.9,1015,5.1,1047,5.3,1236,6.3,1410,7.2,1251,6.3,978,5,806,4.1,637,3.2,516,2.6,474,2.4
0500000US17043,"DuPage County, Illinois",931743,457178,474565,59578,6.4,6.5,61211,6.6,62132,6.7,58606,6.3,57712,6.2,60703,6.5,61053,6.6,58953,6.3,63976,6.9,68872,7.4,68587,7.4,60313,6.5,46080,4.9,33477,3.6,21675,2.3,15955,1.7,17542,1.9
0500000US17045,"Edgar County, Illinois",17539,8617,8922,931,5.3,5.4,1149,6.6,1003,5.7,908,5.2,923,5.3,988,5.6,981,5.6,1112,6.3,1047,6,1217,6.9,1381,7.9,1313,7.5,1158,6.6,866,4.9,595,3.4,484,2.8,580,3.3
0500000US17047,"Edwards County, Illinois",6507,3231,3276,404,6.2,6,449,6.9,391,6,351,5.4,320,4.9,330,5.1,390,6,369,5.7,412,6.3,433,6.7,504,7.7,447,6.9,451,6.9,277,4.3,257,3.9,138,2.1,210,3.2
0500000US17049,"Effingham County, Illinois",34174,16971,17203,2071,6.1,6.1,2410,7.1,2120,6.2,2062,6,2262,6.6,2224,6.5,2072,6.1,1807,5.3,1940,5.7,2436,7.1,2336,6.8,2444,7.2,1961,5.7,1130,3.3,1093,3.2,700,2,872,2.6
0500000US17051,"Fayette County, Illinois",21724,11580,10144,1124,5.2,5.2,1398,6.4,1249,5.7,1436,6.6,1440,6.6,1325,6.1,1339,6.2,1314,6,1375,6.3,1544,7.1,1753,8.1,1271,5.9,1112,5.1,1030,4.7,862,4,461,2.1,515,2.4
0500000US17053,"Ford County, Illinois",13398,6616,6782,995,7.4,8.3,707,5.3,908,6.8,715,5.3,734,5.5,726,5.4,709,5.3,851,6.4,815,6.1,928,6.9,1047,7.8,1033,7.7,608,4.5,624,4.7,402,3,325,2.4,536,4
0500000US17055,"Franklin County, Illinois",39127,19285,19842,2589,6.6,7,2270,5.8,2333,6,2065,5.3,2398,6.1,2123,5.4,2262,5.8,2419,6.2,2478,6.3,2692,6.9,2865,7.3,2602,6.7,2725,7,1632,4.2,1564,4,918,2.3,917,2.3
0500000US17057,"Fulton County, Illinois",35418,18496,16922,1909,5.4,5.1,2116,6,2029,5.7,2053,5.8,2108,6,2095,5.9,2391,6.8,2187,6.2,2336,6.6,2457,6.9,2484,7,2591,7.3,2135,6,1623,4.6,1090,3.1,848,2.4,1243,3.5
0500000US17059,"Gallatin County, Illinois",5157,2472,2685,285,5.5,5.3,343,6.7,249,4.8,268,5.2,259,5,281,5.4,207,4,403,7.8,309,6,351,6.8,375,7.3,353,6.8,398,7.7,295,5.7,215,4.2,190,3.7,112,2.2
0500000US17061,"Greene County, Illinois",13218,6668,6550,883,6.7,6.9,720,5.4,791,6,765,5.8,743,5.6,783,5.9,785,5.9,792,6,840,6.4,1023,7.7,1090,8.2,859,6.5,808,6.1,524,4,513,3.9,258,2,381,2.9
0500000US17063,"Grundy County, Illinois",50509,25241,25268,3813,7.5,8.2,3645,7.2,3421,6.8,2933,5.8,3017,6,3391,6.7,3560,7,3501,6.9,3567,7.1,3517,7,3673,7.3,2632,5.2,2294,4.5,1661,3.3,1145,2.3,835,1.7,762,1.5
0500000US17065,"Hamilton County, Illinois",8221,4018,4203,516,6.3,6,534,6.5,500,6.1,367,4.5,413,5,478,5.8,415,5,501,6.1,497,6,531,6.5,625,7.6,653,7.9,408,5,512,6.2,293,3.6,260,3.2,252,3.1
0500000US17067,"Hancock County, Illinois",18112,9008,9104,1039,5.7,6.2,1103,6.1,1030,5.7,936,5.2,888,4.9,954,5.3,1059,5.8,865,4.8,1079,6,1316,7.3,1354,7.5,1459,8.1,1207,6.7,972,5.4,696,3.8,574,3.2,617,3.4
0500000US17069,"Hardin County, Illinois",4009,1976,2033,159,4,3.3,246,6.1,273,6.8,218,5.4,141,3.5,214,5.3,372,9.3,202,5,295,7.4,321,8,267,6.7,318,7.9,339,8.5,238,5.9,110,2.7,52,1.3,113,2.8
0500000US17071,"Henderson County, Illinois",6884,3369,3515,321,4.7,3.5,367,5.3,380,5.5,359,5.2,327,4.8,318,4.6,301,4.4,348,5.1,409,5.9,541,7.9,683,9.9,503,7.3,542,7.9,382,5.5,370,5.4,217,3.2,186,2.7
0500000US17073,"Henry County, Illinois",49464,24536,24928,2990,6,6.8,3321,6.7,3200,6.5,2581,5.2,2503,5.1,2778,5.6,3012,6.1,2847,5.8,3088,6.2,3363,6.8,3838,7.8,3363,6.8,3086,6.2,2390,4.8,1652,3.3,1365,2.8,1346,2.7
0500000US17075,"Iroquois County, Illinois",28169,13751,14418,1653,5.9,6,1815,6.4,1794,6.4,1502,5.3,1425,5.1,1473,5.2,1378,4.9,1763,6.3,1709,6.1,2024,7.2,2043,7.3,2209,7.8,1867,6.6,1266,4.5,1232,4.4,693,2.5,835,3
0500000US17077,"Jackson County, Illinois",58551,28989,29562,2832,4.8,5.3,2952,5,5837,10,8594,14.7,4969,8.5,3608,6.2,2914,5,2893,4.9,2872,4.9,3016,5.2,3444,5.9,3247,5.5,2701,4.6,2051,3.5,1356,2.3,1100,1.9,1147,2
0500000US17079,"Jasper County, Illinois",9598,4809,4789,650,6.8,7.7,604,6.3,553,5.8,499,5.2,516,5.4,526,5.5,567,5.9,512,5.3,581,6.1,764,8,771,8,678,7.1,482,5,483,5,327,3.4,214,2.2,288,3
0500000US17081,"Jefferson County, Illinois",38169,19567,18602,2535,6.6,6.5,2105,5.5,2155,5.6,2315,6.1,2398,6.3,2334,6.1,2346,6.1,2317,6.1,2575,6.7,2566,6.7,2554,6.7,2603,6.8,2298,6,1670,4.4,1324,3.5,897,2.4,785,2.1
0500000US17083,"Jersey County, Illinois",22069,10841,11228,1069,4.8,4.5,1623,7.4,1640,7.4,1446,6.6,1184,5.4,1188,5.4,1110,5,1357,6.1,1433,6.5,1639,7.4,1644,7.4,1595,7.2,1253,5.7,1016,4.6,850,3.9,434,2,556,2.5
0500000US17085,"Jo Daviess County, Illinois",21834,10956,10878,1122,5.1,5.8,1335,6.1,1220,5.6,1012,4.6,933,4.3,984,4.5,1058,4.8,1197,5.5,1235,5.7,1505,6.9,1567,7.2,1978,9.1,1919,8.8,1431,6.6,1027,4.7,726,3.3,662,3
0500000US17087,"Johnson County, Illinois",12602,7015,5587,717,5.7,4.7,580,4.6,697,5.5,776,6.2,837,6.6,798,6.3,772,6.1,766,6.1,865,6.9,882,7,1018,8.1,719,5.7,936,7.4,575,4.6,506,4,251,2,304,2.4
0500000US17089,"Kane County, Illinois",530839,264211,266628,38458,7.2,7.4,41207,7.8,39340,7.4,33704,6.3,30968,5.8,33224,6.3,35517,6.7,36776,6.9,38045,7.2,37522,7.1,34839,6.6,29601,5.6,23376,4.4,17186,3.2,10945,2.1,7770,1.5,7741,1.5
0500000US17091,"Kankakee County, Illinois",111061,54615,56446,7211,6.5,6.5,7433,6.7,8489,7.6,8489,7.6,6860,6.2,6525,5.9,6692,6,6506,5.9,6811,6.1,7392,6.7,7709,6.9,6715,6,5821,5.2,4090,3.7,2893,2.6,2257,2,2548,2.3
0500000US17093,"Kendall County, Illinois",124626,61761,62865,11024,8.8,9,10401,8.3,9227,7.4,6959,5.6,6669,5.4,9269,7.4,10405,8.3,9942,8,9998,8,7671,6.2,7066,5.7,5212,4.2,4297,3.4,3323,2.7,2347,1.9,694,0.6,1241,1
0500000US17095,"Knox County, Illinois",50999,25743,25256,2558,5,5.2,3066,6,3426,6.7,3666,7.2,2849,5.6,2859,5.6,3015,5.9,2786,5.5,3009,5.9,3362,6.6,3471,6.8,3803,7.5,3040,6,2661,5.2,1945,3.8,1330,2.6,1403,2.8
0500000US17097,"Lake County, Illinois",703619,351343,352276,46814,6.7,6.9,53083,7.5,54971,7.8,50498,7.2,38216,5.4,39654,5.6,42220,6,46840,6.7,50205,7.1,53272,7.6,50948,7.2,42584,6.1,31888,4.5,23334,3.3,15494,2.2,10286,1.5,12067,1.7
0500000US17099,"LaSalle County, Illinois",110401,55400,55001,6278,5.7,5.7,7131,6.5,6870,6.2,6583,6,6678,6,6781,6.1,6386,5.8,6485,5.9,6821,6.2,8035,7.3,8461,7.7,7807,7.1,5909,5.4,4779,4.3,3315,3,2808,2.5,3148,2.9
0500000US17101,"Lawrence County, Illinois",16189,8919,7270,901,5.6,4.8,876,5.4,810,5,1058,6.5,1120,6.9,1230,7.6,1032,6.4,1223,7.6,1059,6.5,1128,7,1163,7.2,978,6,803,5,652,4,492,3,459,2.8,365,2.3
0500000US17103,"Lee County, Illinois",34527,18326,16201,2181,6.3,6.3,1703,4.9,1900,5.5,2034,5.9,2113,6.1,2064,6,2104,6.1,2172,6.3,2398,6.9,2507,7.3,2799,8.1,2426,7,1910,5.5,1594,4.6,1103,3.2,950,2.8,827,2.4
0500000US17105,"Livingston County, Illinois",36324,18614,17710,2074,5.7,6.3,2243,6.2,2311,6.4,2197,6,2172,6,2239,6.2,2217,6.1,1901,5.2,2261,6.2,2761,7.6,2747,7.6,2560,7,2118,5.8,1454,4,1128,3.1,778,2.1,1184,3.3
0500000US17107,"Logan County, Illinois",29207,14183,15024,1372,4.7,5,1652,5.7,1993,6.8,2180,7.5,1958,6.7,1863,6.4,1819,6.2,1884,6.5,1829,6.3,1898,6.5,2119,7.3,1918,6.6,1484,5.1,1224,4.2,841,2.9,527,1.8,1081,3.7
0500000US17109,"McDonough County, Illinois",30875,15009,15866,1325,4.3,5.1,1655,5.4,3265,10.6,4892,15.8,2053,6.6,1628,5.3,1546,5,1321,4.3,1399,4.5,1677,5.4,1769,5.7,1888,6.1,1659,5.4,1158,3.8,769,2.5,755,2.4,779,2.5
0500000US17111,"McHenry County, Illinois",307789,153382,154407,20335,6.6,6.7,22545,7.3,22431,7.3,18610,6,16353,5.3,17462,5.7,18500,6,21038,6.8,23759,7.7,25335,8.2,23853,7.7,19163,6.2,15204,4.9,10567,3.4,6786,2.2,4072,1.3,4817,1.6
0500000US17113,"McLean County, Illinois",173219,84245,88974,11029,6.4,6.5,9990,5.8,14795,8.5,21923,12.7,11644,6.7,11258,6.5,11308,6.5,9484,5.5,9981,5.8,10484,6.1,10072,5.8,9601,5.5,7350,4.2,4864,2.8,3226,1.9,2590,1.5,3193,1.8
0500000US17115,"Macon County, Illinois",106512,51062,55450,6492,6.1,6.4,6674,6.3,6792,6.4,6771,6.4,6561,6.2,6063,5.7,5397,5.1,6767,6.4,6050,5.7,6977,6.6,7508,7,7728,7.3,6568,6.2,4492,4.2,3716,3.5,2778,2.6,2625,2.5
0500000US17117,"Macoupin County, Illinois",45719,22602,23117,2658,5.8,6.2,3071,6.7,2849,6.2,2526,5.5,2401,5.3,2624,5.7,2631,5.8,2782,6.1,2886,6.3,3297,7.2,3403,7.4,3563,7.8,2699,5.9,2144,4.7,1489,3.3,1150,2.5,1274,2.8
0500000US17119,"Madison County, Illinois",265670,129718,135952,16234,6.1,6.6,16822,6.3,16289,6.1,15891,6,18556,7,17382,6.5,15973,6,16235,6.1,17000,6.4,18683,7,19378,7.3,17964,6.8,13323,5,10993,4.1,8139,3.1,5125,1.9,6167,2.3
0500000US17121,"Marion County, Illinois",38084,18726,19358,2636,6.9,7.1,2272,6,2172,5.7,2228,5.9,2430,6.4,2116,5.6,1978,5.2,2243,5.9,2261,5.9,2608,6.8,2824,7.4,2656,7,2230,5.9,1756,4.6,1403,3.7,763,2,1109,2.9
0500000US17123,"Marshall County, Illinois",11794,5874,5920,547,4.6,5.1,755,6.4,664,5.6,654,5.5,565,4.8,602,5.1,672,5.7,596,5.1,715,6.1,850,7.2,933,7.9,911,7.7,781,6.6,647,5.5,411,3.5,387,3.3,453,3.8
0500000US17125,"Mason County, Illinois",13778,6838,6940,737,5.3,6.5,882,6.4,848,6.2,683,5,706,5.1,704,5.1,720,5.2,869,6.3,854,6.2,1027,7.5,1194,8.7,883,6.4,869,6.3,777,5.6,474,3.4,417,3,455,3.3
0500000US17127,"Massac County, Illinois",14430,6794,7636,1210,8.4,8.3,760,5.3,731,5.1,729,5.1,760,5.3,785,5.4,816,5.7,943,6.5,875,6.1,990,6.9,970,6.7,1059,7.3,817,5.7,802,5.6,544,3.8,543,3.8,334,2.3
0500000US17129,"Menard County, Illinois",12367,6043,6324,822,6.6,6.3,762,6.2,728,5.9,629,5.1,621,5,654,5.3,831,6.7,673,5.4,776,6.3,962,7.8,1041,8.4,872,7.1,733,5.9,598,4.8,485,3.9,240,1.9,272,2.2
0500000US17131,"Mercer County, Illinois",15693,7798,7895,1018,6.5,5.9,930,5.9,981,6.3,783,5,742,4.7,810,5.2,1062,6.8,769,4.9,1001,6.4,1187,7.6,1303,8.3,1052,6.7,920,5.9,887,5.7,624,4,418,2.7,422,2.7
0500000US17133,"Monroe County, Illinois",33936,16691,17245,1851,5.5,5.6,2591,7.6,2145,6.3,1671,4.9,1659,4.9,1966,5.8,2139,6.3,2148,6.3,2313,6.8,2751,8.1,3010,8.9,2208,6.5,1653,4.9,1414,4.2,969,2.9,864,2.5,776,2.3
0500000US17135,"Montgomery County, Illinois",29009,15145,13864,1747,6,5.5,1548,5.3,1569,5.4,1716,5.9,1783,6.1,1835,6.3,2035,7,1452,5,1838,6.3,2147,7.4,2327,8,1882,6.5,1630,5.6,1287,4.4,1075,3.7,863,3,834,2.9
0500000US17137,"Morgan County, Illinois",34426,17298,17128,1784,5.2,4.7,1900,5.5,2275,6.6,2691,7.8,2166,6.3,2126,6.2,1926,5.6,2063,6,1998,5.8,2324,6.8,2410,7,2336,6.8,2098,6.1,1548,4.5,1081,3.1,836,2.4,1089,3.2
0500000US17139,"Moultrie County, Illinois",14703,7172,7531,1016,6.9,7.9,1064,7.2,946,6.4,791,5.4,853,5.8,852,5.8,798,5.4,890,6.1,852,5.8,978,6.7,1037,7.1,922,6.3,823,5.6,623,4.2,562,3.8,280,1.9,420,2.9
0500000US17141,"Ogle County, Illinois",51328,25614,25714,2990,5.8,6.1,3689,7.2,3329,6.5,2887,5.6,2790,5.4,2893,5.6,2897,5.6,3172,6.2,3546,6.9,3853,7.5,3949,7.7,3402,6.6,2885,5.6,2289,4.5,1557,3,1010,2,1391,2.7
