STNAME,CTYNAME,CS,TOT_POP,POP_DENSITY,BLACK_PCT,HISPANIC_PCT,OVER_70_PCT,HLTH_INS_PCT,MEAN_INCOME,MEDIAN_INCOME,PCT_POVERTY
California,Alameda,AlamedaCalifornia,1671329,2261.547725366025,11.031221261642681,22.32085962727865,9.5329525186244,94.9,92574,122575,10.6
California,Amador,AmadorCalifornia,39752,66.85727740589996,2.6816260817065807,14.472227812437112,18.83678808613403,95.8,61198,78014,9.7
California,Butte,ButteCalifornia,219186,133.93911247448762,1.8970189701897018,17.214146888943638,12.345222778827116,92.6,48443,69621,20.1
California,Calaveras,CalaverasCalifornia,45905,45.004460740580974,1.0848491449733144,12.998584032240496,18.947827034092146,94.8,58151,79782,11.7
California,Colusa,ColusaCalifornia,21547,18.72463566605546,1.3087668817004687,60.41676335452731,10.029238409059266,89.7,56704,82313,13.8
California,Contra Costa,Contra CostaCalifornia,1153526,1611.2048495683994,9.541527455818075,26.04362623816022,11.04682512574489,94.3,93712,128079,9.1
California,El Dorado,El DoradoCalifornia,192843,112.91367074970138,1.0371130919971168,13.159928024351416,14.39201837764399,94.8,80582,104895,8.9
California,Fresno,FresnoCalifornia,999101,167.69094946450062,5.8028167322422854,53.76633593600647,8.40785866493978,90.5,51261,71663,24.1
California,Glenn,GlennCalifornia,28393,21.60888922713954,1.3277920614235903,42.5421758884232,10.594160532525622,90.4,47395,60614,18.8
California,Humboldt,HumboldtCalifornia,135558,37.992819486601704,1.4886616798713466,12.064208678204164,11.941014178432848,90.3,45528,63753,20.3
California,Imperial,ImperialCalifornia,181215,43.38816262031317,3.315950666335568,85.03048864608338,9.222194630687305,90.7,45834,63186,24.2
California,Inyo,InyoCalifornia,18039,1.7718507633917697,1.214036254781307,23.449193414269086,16.02084372747935,93.6,52874,68448,10.2
California,Kern,KernCalifornia,900202,110.69981013094079,6.252152294707187,54.60385557908114,7.357015425426737,91.0,52479,71440,22.0
California,Kings,KingsCalifornia,152940,110.07470743187804,7.46501896168432,55.25957891983785,7.073362102785406,91.8,53865,69985,20.8
California,Lake,LakeCalifornia,64386,51.24397115706031,2.0982822352685364,22.009443046625044,15.486285838536329,90.5,42475,60847,21.0
California,Los Angeles,Los AngelesCalifornia,10039107,2473.978284227232,8.956633294176463,48.62952451846564,9.52631543821577,89.2,64251,94484,16.0
California,Madera,MaderaCalifornia,157327,73.6180845737388,4.166481277848049,58.78393409904212,9.548901332892637,90.6,52884,69614,20.8
California,Marin,MarinCalifornia,258826,497.4457534931099,2.8416774203518966,16.28893542379823,15.983324704627819,96.0,110217,168429,7.6
California,Mariposa,MariposaCalifornia,17203,11.873800748195084,1.3195372900075568,12.050223798174738,19.851188746148924,95.1,51199,64590,14.0
California,Mendocino,MendocinoCalifornia,86749,24.74061271867531,1.1366125257928044,25.797415532167516,15.24974351289352,90.7,49233,67340,18.5
California,Merced,MercedCalifornia,277680,143.50610086978094,3.938706424661481,61.02059925093633,7.679703255545952,91.3,50129,69764,22.7
California,Mono,MonoCalifornia,14444,4.737321989648997,0.8169482137911935,26.82774854610911,10.00415397396843,83.4,63018,80008,10.4
California,Monterey,MontereyCalifornia,434061,132.31146741449734,3.4488240132147325,59.37437364794349,9.37356730966385,88.8,66676,93636,14.1
California,Napa,NapaCalifornia,137744,184.0611470415308,2.459635265419909,34.6004181670345,13.565745150423975,93.5,84753,116922,8.1
California,Nevada,NevadaCalifornia,99755,104.15339799743154,0.6325497468798557,9.755901959801513,18.874241892636963,92.2,63240,86798,11.4
California,Orange,OrangeCalifornia,3175692,4016.9649746385517,2.142556645921582,34.04269053799928,10.512858299860314,91.6,85398,117194,11.5
California,Placer,PlacerCalifornia,398329,283.10317623897487,1.9461299578991236,14.405428678303615,13.922661920171517,95.3,84357,109020,8.0
California,Riverside,RiversideCalifornia,2470546,342.8228483253961,7.269486178358954,50.03072195377054,10.253927674287384,90.0,63948,84391,14.7
California,Sacramento,SacramentoCalifornia,1552058,1608.9504893017083,10.861771918317485,23.630817920464313,9.650219257270026,93.7,63902,85289,15.8
California,San Benito,San BenitoCalifornia,62808,45.22758531298831,1.6446949433193223,60.84256782575468,8.58011718252452,92.6,81977,101057,9.2
California,San Bernardino,San BernardinoCalifornia,2180085,108.69479591602708,9.378258187180775,54.438611338548725,7.741716492705559,90.6,60164,77575,17.3
California,San Diego,San DiegoCalifornia,3338330,793.5877412560648,5.527254645286715,34.14979945062351,9.812930417304461,91.3,74855,101302,12.5
California,San Francisco,San FranciscoCalifornia,881549,18808.384894388735,5.560099325165135,15.2355683007978,11.047031985743278,95.6,104552,149265,10.9
California,San Joaquin,San JoaquinCalifornia,762148,547.7877123882356,8.298519447666333,42.0304192886421,8.757354214666968,92.5,61145,81297,15.9
California,San Luis Obispo,San Luis ObispoCalifornia,283111,85.82840442979837,2.0225282662983775,22.909742115283404,13.975790414360445,92.5,70699,93008,13.3
California,San Mateo,San MateoCalifornia,766573,1709.5359157913515,2.7680338336988126,24.000062616345737,11.420177856512034,95.2,113776,162639,7.0
California,Santa Barbara,Santa BarbaraCalifornia,446499,163.24837573900675,2.440542979939485,46.03257790051041,10.920517179209808,89.4,71657,101100,14.8
California,Santa Clara,Santa ClaraCalifornia,1927852,1494.3430741802963,2.833723750578364,25.01737685257997,9.57433454435299,95.2,116178,154183,7.9
California,Santa Cruz,Santa CruzCalifornia,273213,613.7273401172586,1.472843532335577,34.01082671761593,11.03131988594979,93.8,78041,109141,14.3
California,Shasta,ShastaCalifornia,180080,47.69825713831647,1.2455575299866726,10.514771212794313,14.300866281652599,92.5,50905,69130,17.1
California,Siskiyou,SiskiyouCalifornia,43539,6.935291953188093,1.529663060704196,13.192769700728082,17.340774937412434,93.0,44200,63208,19.4
California,Solano,SolanoCalifornia,447643,544.7302773282062,14.771369149076385,27.276870184499703,10.801017775325427,94.4,77609,96029,10.4
California,Sonoma,SonomaCalifornia,494336,313.6948313608529,2.0722747281201452,27.300055023303987,13.831280748316935,93.1,76753,102483,10.3
California,Stanislaus,StanislausCalifornia,550660,368.37633710856755,3.515962662986235,47.59161733192896,9.020084988922385,93.5,57387,75761,16.1
California,Sutter,SutterCalifornia,96971,160.97176341694197,2.746181848181415,31.872415464417198,10.912540862732158,90.4,56955,75716,16.0
California,Tehama,TehamaCalifornia,65084,22.064541938021026,1.069387253395612,25.775920349087333,13.674635855202508,92.7,42899,58939,21.5
California,Tulare,TulareCalifornia,466195,96.63634743025816,2.1827775930672786,65.6000171602012,7.809178562618646,90.2,47518,66651,25.5
California,Tuolumne,TuolumneCalifornia,54478,24.52991606930586,2.013656889019421,12.67667682367194,18.36337604170491,94.3,56493,80361,13.3
California,Ventura,VenturaCalifornia,846006,459.0050620412016,2.3963187022314263,43.242601116304144,11.010205601378715,90.7,84017,110792,9.6
California,Yolo,YoloCalifornia,220500,217.30774916476952,2.9768707482993197,31.923809523809528,8.713832199546486,94.1,65923,92571,19.6
Colorado,Adams,AdamsColorado,517421,443.1302188155697,4.028441056702376,40.806036090533624,6.852447040224498,88.9,67575,83368,11.5
Colorado,Arapahoe,ArapahoeColorado,656590,822.6913920561333,11.487686379628078,19.750681551653237,8.70436649964209,91.8,73925,101356,9.0
Colorado,Archuleta,ArchuletaColorado,14029,10.390466456324342,0.7199372727920735,18.42611732839119,16.72250338584361,88.9,50753,69659,10.7
Colorado,Boulder,BoulderColorado,326196,449.12638202370954,1.2093955781186772,13.972887466431224,9.585647892678022,95.0,78642,109446,12.5
Colorado,Clear Creek,Clear CreekColorado,9700,24.542671355919335,1.0103092783505154,7.597938144329897,13.061855670103093,91.0,69936,85799,5.5
Colorado,Denver,DenverColorado,727211,4753.013071895425,9.760715940765472,29.287785800819844,7.797324297899784,89.7,63793,93650,13.8
Colorado,Douglas,DouglasColorado,351154,417.916096399881,1.6670748446550518,9.131606075966669,7.944947231129362,97.1,115314,141587,3.5
Colorado,El Paso,El PasoColorado,720403,338.72625540718445,6.8639358803336465,17.73257468389221,8.618925795700463,92.6,65334,84646,10.9
Colorado,Garfield,GarfieldColorado,60061,20.37651481225149,1.2503954313115,29.266911972827625,8.254940810176322,82.9,72898,87363,8.1
Colorado,Gunnison,GunnisonColorado,17462,5.391003673860023,0.6013056923605544,9.603710915129996,8.13767036994617,89.2,54979,72352,13.2
Colorado,Jefferson,JeffersonColorado,582881,762.7235969170778,1.4625626843214996,15.588430571591799,11.078075970910014,94.2,78943,102153,7.4
Colorado,La Plata,La PlataColorado,56221,33.225970403290624,0.6883548851852511,12.769249924405472,11.161309830846125,90.9,64372,90042,8.7
Colorado,Larimer,LarimerColorado,356899,137.48035439137135,1.2104264791999977,11.915135654624978,10.534352856130166,93.7,67664,88703,12.0
Colorado,Mesa,MesaColorado,154210,46.32363764167295,0.9480578432008301,14.81486284936126,13.236495687698593,89.9,53683,68347,15.7
Colorado,Montezuma,MontezumaColorado,26183,12.90101649150296,0.5003246381239735,12.637971202688766,14.891341710270023,87.1,46797,59138,16.1
Colorado,Prowers,ProwersColorado,12172,7.42919921875,0.9940847847518897,39.04863621426224,12.208347025961222,89.2,40097,52645,19.0
Colorado,Rio Blanco,Rio BlancoColorado,6324,1.9634080840005839,1.2333965844402277,10.721062618595825,10.68943706514864,91.9,55543,69760,11.5
Colorado,Routt,RouttColorado,25638,10.854222850683522,1.0570247289180124,6.915516030891646,9.938372727981902,91.9,74273,98004,10.7
Colorado,Weld,WeldColorado,324492,81.382610527583,1.5861716159412251,29.99981509559558,7.885556500622512,92.2,70908,85911,10.6
Connecticut,Fairfield,FairfieldConnecticut,943332,1509.5968890524732,12.932562448851517,20.541230446968832,11.31648242612357,91.3,92969,150822,8.8
Connecticut,Hartford,HartfordConnecticut,891720,1213.0594476941912,15.825259049925986,18.75869106894541,12.135423675593234,95.6,72321,98005,11.1
Connecticut,Litchfield,LitchfieldConnecticut,180333,195.8948900669158,2.4105405000748616,7.097979848391586,14.89965785519012,95.8,78314,103002,7.0
Connecticut,New Haven,New HavenConnecticut,854757,1413.966683760401,15.186421403977974,19.141814574200623,12.376616980030581,94.8,67128,91559,11.9
Connecticut,New London,New LondonConnecticut,265206,398.8779930212971,6.992677390405949,11.101935853638304,12.859060503910168,95.7,71368,92950,10.2
Connecticut,Windham,WindhamConnecticut,116782,227.68516893802033,3.2205305612166257,12.447123700570293,11.420424380469592,96.1,64774,78556,10.5
Delaware,Kent,KentDelaware,180786,308.41379780954657,27.31350878939741,7.418162910844867,12.154149104466054,93.0,58775,73846,13.6
Delaware,New Castle,New CastleDelaware,558753,1310.7344765300616,26.422408470290094,10.41605145744184,10.876004245167364,94.7,70996,93429,11.4
Delaware,Sussex,SussexDelaware,234225,250.21899837620714,12.18016864126374,9.298751200768491,19.10171843313054,92.9,60853,81684,11.7
Florida,Alachua,AlachuaFlorida,269043,307.47068638431125,20.63053117903086,10.4897730102623,9.659794159297956,90.8,49078,70309,21.8
Florida,Baker,BakerFlorida,29210,49.912000410095175,14.22800410818213,2.844916124614858,9.37692571037316,87.5,61769,73897,14.6
Florida,Bay,BayFlorida,174705,230.34174511510165,11.253827881285595,6.661515125497266,12.641309636243955,85.8,51829,69260,14.7
Florida,Brevard,BrevardFlorida,601942,592.6609298387256,10.809845466838999,10.900053493525954,17.201158915643035,89.2,54359,73762,12.7
Florida,Broward,BrowardFlorida,1952778,1614.1462567883682,30.21731092832877,31.08300073024174,11.893517849955295,85.4,57333,82204,13.5
Florida,Citrus,CitrusFlorida,149657,257.2752277806429,3.175928957549597,6.124671749400296,26.956306754779263,89.6,41424,56165,16.7
Florida,Collier,CollierFlorida,384902,192.61279474758797,7.315108780936447,28.562335347698898,25.39113852357223,83.5,65675,106539,12.3
Florida,Columbia,ColumbiaFlorida,71686,89.88051205536817,18.678682029964012,6.74748207460313,13.30106296905951,87.6,44491,62378,17.4
Florida,Duval,DuvalFlorida,957755,1256.5830042377884,30.794618665525107,10.517929950770291,9.509008044854896,88.0,53473,74331,15.5
Florida,Escambia,EscambiaFlorida,318316,484.89778508972364,23.26838738863268,5.9356111536963265,11.610789278578519,89.8,49286,65836,13.9
Florida,Flagler,FlaglerFlorida,115081,237.05557615457505,10.85583197921464,10.868866276796343,21.95583979979319,87.3,53872,68685,11.9
Florida,Hamilton,HamiltonFlorida,14428,28.081511901749746,33.19240365955088,9.814250069309676,12.59356806210147,85.7,34583,48405,29.5
Florida,Highlands,HighlandsFlorida,106221,104.48446813952116,10.511104207265983,21.09658165522825,28.108377816062735,87.3,37314,55174,19.2
Florida,Hillsborough,HillsboroughFlorida,1471968,1442.808833475461,17.955213700297833,29.681080023478774,9.75612241570469,87.0,56137,79843,15.3
Florida,Holmes,HolmesFlorida,19617,40.972889427294376,6.749248101136769,2.9413264005709334,13.870622419330173,81.1,38608,49636,25.6
