State,County,Good Days,Moderate Days,Unhealthy for Sensitive Groups Days,Unhealthy Days,Very Unhealthy Days,Hazardous Days,COVID Deaths (Normalized by Population),COVID Cases (Normalized by Population)
Indiana,St. Joseph,0.687940642,0.300626229,0.011433128999999998,0.0,0.0,0.0,0.000558921505063829,0.009300453844262112
Indiana,Tippecanoe,0.792945225,0.206527349,0.000527426,0.0,0.0,0.0,4.087221302597429e-05,0.0032697770420779433
Indiana,Vanderburgh,0.687097948,0.304221235,0.008680817,0.0,0.0,0.0,3.306677835889579e-05,0.002369785782387532
Indiana,Wabash,0.900945956,0.091925311,0.007128733000000002,0.0,0.0,0.0,6.45244547683572e-05,0.0034520583301071105
Indiana,Whitley,0.7906071729999999,0.208469466,0.000923361,0.0,0.0,0.0,0.0001177717583323519,0.0023848781062301263
Iowa,Black Hawk,0.655144572,0.343018867,0.001836561,0.0,0.0,0.0,0.00044197884597799245,0.016231292102295243
Iowa,Bremer,0.926099409,0.072540047,0.001360544,0.0,0.0,0.0,0.00023940627244433804,0.0035112919958502913
Iowa,Clinton,0.554911137,0.442350385,0.002738478,0.0,0.0,0.0,2.1538262723728704e-05,0.0021322880096491413
Iowa,Harrison,0.8825974240000001,0.115263216,0.00213936,0.0,0.0,0.0,0.0,0.0036301516122143923
Iowa,Johnson,0.780747182,0.218338322,0.000914496,0.0,0.0,0.0,5.954743946010321e-05,0.007813947333597991
Iowa,Linn,0.71883624,0.272947077,0.008216683,0.0,0.0,0.0,0.000361701939957478,0.0053593641103455575
Iowa,Montgomery,0.8011687120000001,0.197918039,0.000913249,0.0,0.0,0.0,0.00020167389331451045,0.001008369466572552
Iowa,Polk,0.812852758,0.185322005,0.001825236,0.0,0.0,0.0,0.00036314598672681017,0.012485693476225159
Kansas,Leavenworth,0.930100335,0.068522254,0.00137741,0.0,0.0,0.0,8.561853274297317e-05,0.014322757406003082
Kansas,Neosho,0.859338285,0.139243694,0.001418021,0.0,0.0,0.0,0.0,0.0019991253826450927
Kansas,Sumner,0.8679248829999999,0.131159366,0.000915751,0.0,0.0,0.0,4.379050621825189e-05,0.0005692765808372745
Kentucky,Boyd,0.79191182,0.204894328,0.003193852,0.0,0.0,0.0,6.421507770024402e-05,0.001327111605805043
Kentucky,Bullitt,0.872133307,0.123601701,0.004264991,0.0,0.0,0.0,6.121749351094569e-05,0.0018487683040305603
Kentucky,Campbell,0.7332828440000001,0.258449683,0.008267472,0.0,0.0,0.0,0.00013891263463839974,0.0027996238673277485
Kentucky,Carter,0.923202817,0.076214433,0.000582751,0.0,0.0,0.0,0.0,0.0009329402545061016
Kentucky,Fayette,0.8037883309999999,0.193928564,0.002283105,0.0,0.0,0.0,8.355201267514978e-05,0.004539659355349805
Kentucky,Greenup,0.955033323,0.044503715,0.0004629630000000001,0.0,0.0,0.0,0.0,0.0007977662544874351
Kentucky,Hardin,0.736861999,0.262223505,0.000914496,0.0,0.0,0.0,5.407451468123074e-05,0.001478036734620307
Kentucky,Henderson,0.714628246,0.26891323,0.016458524,0.0,0.0,0.0,6.635700066356999e-05,0.003539040035390401
Kentucky,Jessamine,0.91522641,0.083861595,0.000911994,0.0,0.0,0.0,0.0,0.001958791462625889
Kentucky,Livingston,0.880193789,0.118524159,0.001282051,0.0,0.0,0.0,0.0,0.0010876658690450293
Kentucky,McCracken,0.720939428,0.276778715,0.002281857,0.0,0.0,0.0,4.585893790699807e-05,0.002568100522791892
Kentucky,Morgan,0.930205374,0.068881384,0.000913242,0.0,0.0,0.0,0.0,0.0006010970020287024
Kentucky,Oldham,0.856497501,0.135179325,0.008323173,0.0,0.0,0.0,0.00010479198790401053,0.0019461369182173388
Kentucky,Pike,0.822899508,0.175277751,0.001822741,0.0,0.0,0.0,3.455663833022323e-05,0.001485935448199599
Kentucky,Simpson,0.8916382359999999,0.106874611,0.001487153,0.0,0.0,0.0,0.00021537798836958864,0.004199870773206978
Kentucky,Trigg,0.919899452,0.079620241,0.000480307,0.0,0.0,0.0,0.0,0.0017746228926353148
Kentucky,Washington,0.905837839,0.092778388,0.0013837729999999998,0.0,0.0,0.0,0.0,0.0019842910293509713
Louisiana,Bossier,0.803661014,0.19542449,0.000914496,0.0,0.0,0.0,0.000244019553050638,0.007131668227867032
Louisiana,Caddo,0.8374239259999999,0.161652713,0.000923361,0.0,0.0,0.0,0.0009783350818470967,0.014229571530865431
Louisiana,Jefferson,0.802344237,0.19354742100000005,0.004108341,0.0,0.0,0.0,0.0011214054331515194,0.022282441565528232
Louisiana,Lafayette,0.7204546079999999,0.279088771,0.000456621,0.0,0.0,0.0,0.0001841319202913376,0.00965260444371701
Louisiana,Lafourche,0.8668009879999999,0.131813949,0.001385063,0.0,0.0,0.0,0.0009117544614502018,0.012057696641875141
Louisiana,Livingston,0.7270027090000001,0.267038429,0.005958863000000001,0.0,0.0,0.0,0.0002699074501559071,0.006982079565875175
Louisiana,Orleans,0.846104559,0.152521814,0.001373626,0.0,0.0,0.0,0.0013687253937007876,0.020297633694225718
Louisiana,Pointe Coupee,0.928285273,0.065907781,0.005806946,0.0,0.0,0.0,0.0012425218591808561,0.011780947998159229
Louisiana,St. Bernard,0.679379845,0.307834705,0.01278545,0.0,0.0,0.0,0.00048683430700194736,0.013144526289052579
Louisiana,St. John the Baptist,0.930693171,0.06699922900000001,0.0023076,0.0,0.0,0.0,0.00203095454863786,0.02278404183299484
Louisiana,St. Tammany,0.844001837,0.150514941,0.005483221999999999,0.0,0.0,0.0,0.0006719939789339487,0.00910455842315653
Louisiana,West Baton Rouge,0.775431045,0.219091998,0.005476956999999999,0.0,0.0,0.0,0.0011713583978839976,0.009975439259399206
Maine,Cumberland,0.8594006540000001,0.138316241,0.002283105,0.0,0.0,0.0,0.00020338776215835094,0.00587451653034037
Maine,Washington,0.977447287,0.02114026,0.001412452,0.0,0.0,0.0,0.0,0.00015934223525287613
Maryland,Anne Arundel,0.76037409,0.220080357,0.019545553,0.0,0.0,0.0,0.00036082136062454904,0.008863429978212605
Maryland,Calvert,0.8031614440000001,0.190774374,0.006064182,0.0,0.0,0.0,0.00029181302350716023,0.004485274250202648
Maryland,Carroll,0.801696451,0.192222114,0.006081434,0.0,0.0,0.0,0.0006648975642190126,0.006743961008507127
Maryland,Charles,0.814437669,0.17697976699999998,0.008582564,0.0,0.0,0.0,0.0005267767997696883,0.008569310963695278
Maryland,Frederick,0.788777719,0.20599755100000006,0.00522473,0.0,0.0,0.0,0.00045463827360747765,0.009605196746639335
Maryland,Kent,0.790167473,0.200883475,0.008949051999999999,0.0,0.0,0.0,0.001235712079085573,0.010297600659046443
Maryland,Montgomery,0.78133033,0.214845399,0.003824271,0.0,0.0,0.0,0.0007033486629713102,0.014088863677894862
Maryland,Washington,0.7676693809999999,0.229481339,0.00284928,0.0,0.0,0.0,0.0001853703102966587,0.0046210170209667065
Massachusetts,Barnstable,0.943491449,0.049765498,0.006743053000000001,0.0,0.0,0.0,0.0006807831353584675,0.007239776515329358
Massachusetts,Berkshire,0.812202669,0.18734071,0.000456621,0.0,0.0,0.0,0.0003521577666794725,0.004778140606991933
Massachusetts,Essex,0.8621126929999999,0.131040481,0.006846827,0.0,0.0,0.0,0.001401713994580715,0.02043257958465668
Massachusetts,Franklin,0.8588726740000001,0.139761206,0.00136612,0.0,0.0,0.0,0.0007836990595611285,0.005272157309774865
Massachusetts,Middlesex,0.939637408,0.059434022,0.00092857,0.0,0.0,0.0,0.0011553025720063114,0.014889877080025487
Massachusetts,Plymouth,0.874017665,0.121867715,0.004114621,0.0,0.0,0.0,0.0012778155110686454,0.016684510036415825
Massachusetts,Suffolk,0.669544876,0.328172019,0.002283105,0.0,0.0,0.0,0.0012526324562418287,0.024695642655182752
Massachusetts,Worcester,0.847100581,0.147424957,0.005474461999999999,0.0,0.0,0.0,0.0011124193676546011,0.014899677591010109
Michigan,Berrien,0.789997217,0.187705778,0.022297005,0.0,0.0,0.0,0.0003911317396887895,0.0058604572330036965
Michigan,Clinton,0.8712002659999999,0.11870607,0.010093664,0.0,0.0,0.0,0.00015076323889691564,0.0028393743325585783
Michigan,Genesee,0.790527269,0.2011038,0.00836893,0.0,0.0,0.0,0.0007096864812117898,0.006759270895708122
Michigan,Ingham,0.820233487,0.174617257,0.005149255,0.0,0.0,0.0,9.917717146706977e-05,0.0035635383678857477
Michigan,Kalamazoo,0.778590562,0.214024537,0.007384901,0.0,0.0,0.0,0.0002565398806335026,0.004108410735439476
Michigan,Lenawee,0.7862777759999999,0.208953727,0.004768496,0.0,0.0,0.0,6.0944022914952614e-05,0.0022447715107007547
Michigan,Manistee,0.8902530000000001,0.10375959,0.00598741,0.0,0.0,0.0,4.0719928332926144e-05,0.0007736786383255966
Michigan,Missaukee,0.900118309,0.096222409,0.003659282,0.0,0.0,0.0,6.614631565021827e-05,0.0019182431538563305
Michigan,Monroe,0.957286025,0.042204291,0.000509684,0.0,0.0,0.0,0.00014617940199335546,0.004106312292358804
Michigan,Schoolcraft,0.925643703,0.065908113,0.008448184000000001,0.0,0.0,0.0,0.00031421245789553065,0.003525463777587854
Michigan,Tuscola,0.938691069,0.058988914,0.002320017,0.0,0.0,0.0,0.0004976552780170351,0.0047468657287778725
Michigan,Washtenaw,0.762648152,0.228683534,0.008668313,0.0,0.0,0.0,0.00028563578445107605,0.004657223456954687
Michigan,Wexford,0.937846766,0.057933157,0.004220077,0.0,0.0,0.0,0.0001189378846897208,0.0008325651928280456
Minnesota,Anoka,0.8346050890000001,0.1631118,0.002283112,0.0,0.0,0.0,0.0002997862272043393,0.005950896697028194
Minnesota,Becker,0.917958791,0.080647147,0.0013940620000000002,0.0,0.0,0.0,0.0,0.0015977689335618624
Minnesota,Carlton,0.951017661,0.047918403,0.001063936,0.0,0.0,0.0,0.0,0.0023138468400657913
Minnesota,Crow Wing,0.916067519,0.082076059,0.001856422,0.0,0.0,0.0,0.00018445930366612864,0.0015679040811620935
Minnesota,Dakota,0.875841505,0.122791127,0.001367368,0.0,0.0,0.0,0.00020744905261047827,0.005169910097640908
Minnesota,Goodhue,0.929788299,0.069490201,0.000721501,0.0,0.0,0.0,0.00017263703064307294,0.0026758739749676306
Minnesota,Hennepin,0.634864137,0.361942012,0.003193852,0.0,0.0,0.0,0.0006130302099075477,0.009394529969356387
Minnesota,Lake,0.919578982,0.079964397,0.000456621,0.0,0.0,0.0,0.0,0.0006578329104407482
Minnesota,Lyon,0.912626891,0.085990447,0.001382661,0.0,0.0,0.0,7.851142341210646e-05,0.011776713511815971
Minnesota,Olmsted,0.853057735,0.145573649,0.001368615,0.0,0.0,0.0,9.476098121837353e-05,0.006683807875269279
Minnesota,Scott,0.906800916,0.092265377,0.000933707,0.0,0.0,0.0,2.6843295551394844e-05,0.004502962828746486
Minnesota,Wright,0.8812467429999999,0.11598789,0.002765368,0.0,0.0,0.0,3.613317242027215e-05,0.003237532248856385
Mississippi,Bolivar,0.86784976,0.131081864,0.001068376,0.0,0.0,0.0,0.00042444821731748726,0.009044012015149537
Mississippi,Forrest,0.8104000929999999,0.189135655,0.000464253,0.0,0.0,0.0,0.0005607701243040441,0.010868259075797427
Mississippi,Hancock,0.878226664,0.119942457,0.001830879,0.0,0.0,0.0,0.0002729257641921397,0.0025193147463889822
Mississippi,Harrison,0.81033254,0.184605476,0.005061983,0.0,0.0,0.0,3.844675124951942e-05,0.0035755478662053046
Mississippi,Jackson,0.851784103,0.14271245,0.005503448,0.0,0.0,0.0,0.00011140742391221096,0.0037112598090755272
Missouri,Andrew,0.8536583729999999,0.14497548400000002,0.0013661429999999998,0.0,0.0,0.0,0.0,0.002935862691960253
Missouri,Boone,0.908668701,0.090651027,0.000680272,0.0,0.0,0.0,1.1082604190332644e-05,0.002011492660545375
Missouri,Buchanan,0.7668242409999999,0.231341728,0.001834031,0.0,0.0,0.0,3.433908703813928e-05,0.009992674328098531
Missouri,Callaway,0.909940687,0.08928049699999999,0.0007788160000000001,0.0,0.0,0.0,2.234986478331806e-05,0.0010280937800326306
Missouri,Cass,0.795784205,0.202302499,0.001913295,0.0,0.0,0.0,7.562866326337683e-05,0.0013235016071090945
Missouri,Cedar,0.827521933,0.17202019100000002,0.000457875,0.0,0.0,0.0,0.0,0.0006272214091574326
Missouri,Clay,0.777627222,0.210437625,0.011935153,0.0,0.0,0.0,4.4009153904012044e-05,0.001840382799622321
Missouri,Clinton,0.817148465,0.17759691,0.005254625,0.0,0.0,0.0,0.0,0.0012262716436945112
Missouri,Iron,0.945833503,0.052321982,0.001844515,0.0,0.0,0.0,0.0,0.0002962962962962963
Missouri,Jackson,0.696897223,0.26292137600000004,0.040181401,0.0,0.0,0.0,5.263075542203465e-05,0.0017439271931733644
Missouri,Jefferson,0.732982758,0.257430696,0.009586546,0.0,0.0,0.0,8.885690040474319e-05,0.0021325656097138357
Missouri,Lincoln,0.864890267,0.13160704,0.003502693,0.0,0.0,0.0,1.694541880602579e-05,0.002050395675529121
Missouri,Monroe,0.953897497,0.045189261,0.000913242,0.0,0.0,0.0,0.0,0.0005784359093012494
Missouri,Perry,0.8417286540000001,0.156033441,0.002237905,0.0,0.0,0.0,0.0,0.007629598662207358
Nebraska,Cass,0.92970872,0.06981913599999999,0.000472144,0.0,0.0,0.0,3.809814081072843e-05,0.002552575434318805
Nebraska,Douglas,0.734811737,0.257887317,0.007300946,0.0,0.0,0.0,0.00016452924507331178,0.012507723247807296
Nebraska,Knox,0.927054376,0.072469434,0.00047619,0.0,0.0,0.0,0.0,0.0025204032645223234
Nebraska,Lancaster,0.909022754,0.08937932300000001,0.0015979229999999998,0.0,0.0,0.0,3.760694474913034e-05,0.005471810460998465
Nebraska,Sarpy,0.8263131640000001,0.17217841600000006,0.001508419,0.0,0.0,0.0,4.273595589649352e-05,0.006292869505758671
Nevada,Churchill,0.8049452509999999,0.189364164,0.005690585,0.0,0.0,0.0,0.00018529016660674143,0.006883970856503796
Nevada,Lyon,0.816446331,0.174022963,0.009530706,0.0,0.0,0.0,6.448423360488361e-05,0.0024074113879156553
Nevada,White Pine,0.8145414059999999,0.180769881,0.004688713,0.0,0.0,0.0,8.941984405179198e-05,0.002772015165605551
New Hampshire,Grafton,0.921028271,0.078515108,0.000456621,0.0,0.0,0.0,1.1125203034955388e-05,0.0009567674610061633
New Hampshire,Hillsborough,0.919675874,0.07713152200000001,0.0031926040000000004,0.0,0.0,0.0,0.0005946885678316647,0.007884419399316587
New Hampshire,Merrimack,0.967140754,0.031946004,0.000913242,0.0,0.0,0.0,0.000118897424549676,0.002721429939692584
New Hampshire,Rockingham,0.851198942,0.142410859,0.006390199,0.0,0.0,0.0,0.0002873108671300227,0.004764840897572062
New Jersey,Cumberland,0.8606864009999999,0.136094498,0.003219101,0.0,0.0,0.0,0.0009697245313555412,0.019929511058203536
New Jersey,Gloucester,0.79824643,0.184059768,0.017693801999999998,0.0,0.0,0.0,0.0006240656160419152,0.008901507358487978
New Jersey,Passaic,0.835704333,0.154063494,0.010232173,0.0,0.0,0.0,0.0023653616990749783,0.033665055218342614
New Jersey,Union,0.6627105320000001,0.3336365,0.003652968,0.0,0.0,0.0,0.002388822682491493,0.02945315912363101
New Jersey,Warren,0.836661865,0.157847169,0.005490966,0.0,0.0,0.0,0.00151044486876229,0.011789069698955988
New Mexico,Rio Arriba,0.7942252040000001,0.203004691,0.002770104,0.0,0.0,0.0,2.5693070578864882e-05,0.002595000128465353
New Mexico,San Juan,0.6667826929999999,0.32134765600000004,0.011869651,0.0,0.0,0.0,0.00019761768473846323,0.004981328535993676
