February 2020 Contiguous U.S. County Average Temperature
Units: Degrees Fahrenheit
Missing: -99
"Location ID","Location","Value","Rank","Anomaly (1901-2000 base period)","1901-2000 Mean"
ID-029,"Caribou County",21.8,37,-2.0,23.8
ID-031,"Cassia County",28.8,59,0.0,28.8
ID-033,"Clark County",17.3,33,-3.0,20.3
ID-035,"Clearwater County",29.4,66,0.6,28.8
ID-037,"Custer County",19.9,45,-1.2,21.1
ID-039,"Elmore County",30.6,69,0.9,29.7
ID-041,"Franklin County",24.2,47,-0.8,25
ID-043,"Fremont County",16.3,27,-3.7,20
ID-045,"Gem County",32.7,69,0.6,32.1
ID-047,"Gooding County",31.8,80,2.2,29.6
ID-049,"Idaho County",27.4,69,0.7,26.7
ID-051,"Jefferson County",16.6,26,-5.0,21.6
ID-053,"Jerome County",33.4,88,2.8,30.6
ID-055,"Kootenai County",32.8,87,2.8,30
ID-057,"Latah County",33.5,81,2.0,31.5
ID-059,"Lemhi County",20.8,42,-1.4,22.2
ID-061,"Lewis County",31.6,67,0.6,31
ID-063,"Lincoln County",29.0,80,2.3,26.7
ID-065,"Madison County",17.8,21,-4.6,22.4
ID-067,"Minidoka County",28.2,65,1.0,27.2
ID-069,"Nez Perce County",35.5,81,1.8,33.7
ID-071,"Oneida County",26.8,48,-0.7,27.5
ID-073,"Owyhee County",32.2,74,1.0,31.2
ID-075,"Payette County",35.7,75,2.0,33.7
ID-077,"Power County",26.5,43,-0.9,27.4
ID-079,"Shoshone County",28.8,77,1.2,27.6
ID-081,"Teton County",17.9,29,-3.0,20.9
ID-083,"Twin Falls County",31.5,66,0.6,30.9
ID-085,"Valley County",23.0,51,-0.5,23.5
ID-087,"Washington County",31.9,72,1.3,30.6
IL-001,"Adams County",31.3,83,1.7,29.6
IL-003,"Alexander County",39.8,84,2.8,37
IL-005,"Bond County",35.5,88,2.9,32.6
IL-007,"Boone County",26.0,90,3.1,22.9
IL-009,"Brown County",31.5,85,2.0,29.5
IL-011,"Bureau County",28.4,93,3.4,25
IL-013,"Calhoun County",34.0,84,1.8,32.2
IL-015,"Carroll County",26.6,93,3.6,23
IL-017,"Cass County",31.8,86,2.2,29.6
IL-019,"Champaign County",31.0,88,2.6,28.4
IL-021,"Christian County",33.2,87,2.8,30.4
IL-023,"Clark County",33.9,87,2.9,31
IL-025,"Clay County",36.1,93,3.4,32.7
IL-027,"Clinton County",36.6,90,3.3,33.3
IL-029,"Coles County",33.0,87,2.7,30.3
IL-031,"Cook County",29.3,96,3.5,25.8
IL-033,"Crawford County",35.4,88,3.2,32.2
IL-035,"Cumberland County",33.8,86,2.6,31.2
IL-037,"DeKalb County",26.4,87,2.6,23.8
IL-039,"De Witt County",30.8,89,2.7,28.1
IL-041,"Douglas County",32.6,90,3.2,29.4
IL-043,"DuPage County",28.4,94,3.3,25.1
IL-045,"Edgar County",32.6,87,2.7,29.9
IL-047,"Edwards County",37.5,92,3.4,34.1
IL-049,"Effingham County",34.4,88,2.8,31.6
IL-051,"Fayette County",34.9,88,2.9,32
IL-053,"Ford County",30.2,93,3.0,27.2
IL-055,"Franklin County",37.9,88,3.1,34.8
IL-057,"Fulton County",30.3,85,2.1,28.2
IL-059,"Gallatin County",38.0,81,2.3,35.7
IL-061,"Greene County",33.2,80,1.4,31.8
IL-063,"Grundy County",29.3,95,3.5,25.8
IL-065,"Hamilton County",37.8,88,3.2,34.6
IL-067,"Hancock County",30.6,85,2.1,28.5
IL-069,"Hardin County",38.7,84,2.5,36.2
IL-071,"Henderson County",29.4,86,2.2,27.2
IL-073,"Henry County",28.4,92,3.3,25.1
IL-075,"Iroquois County",30.6,94,3.5,27.1
IL-077,"Jackson County",38.0,83,2.8,35.2
IL-079,"Jasper County",35.0,87,3.0,32
IL-081,"Jefferson County",37.4,93,3.4,34
IL-083,"Jersey County",34.5,84,2.0,32.5
IL-085,"Jo Daviess County",24.7,83,2.4,22.3
IL-087,"Johnson County",38.8,83,2.7,36.1
IL-089,"Kane County",27.3,93,3.1,24.2
IL-091,"Kankakee County",30.0,96,3.6,26.4
IL-093,"Kendall County",28.2,91,2.9,25.3
IL-095,"Knox County",28.8,89,2.5,26.3
IL-097,"Lake County",27.9,97,3.8,24.1
IL-099,"LaSalle County",28.7,94,3.3,25.4
IL-101,"Lawrence County",36.9,92,3.6,33.3
IL-103,"Lee County",27.4,93,3.5,23.9
IL-105,"Livingston County",29.3,91,2.9,26.4
IL-107,"Logan County",31.1,85,2.3,28.8
IL-109,"McDonough County",30.1,86,2.2,27.9
IL-111,"McHenry County",26.9,97,3.9,23
IL-113,"McLean County",30.1,92,3.0,27.1
IL-115,"Macon County",31.6,85,2.3,29.3
IL-117,"Macoupin County",33.8,85,2.3,31.5
IL-119,"Madison County",35.4,84,2.1,33.3
IL-121,"Marion County",36.4,93,3.4,33
IL-123,"Marshall County",29.3,92,3.1,26.2
IL-125,"Mason County",31.1,83,2.0,29.1
IL-127,"Massac County",39.8,87,2.9,36.9
IL-129,"Menard County",31.2,83,1.8,29.4
IL-131,"Mercer County",28.6,89,2.6,26
IL-133,"Monroe County",37.4,85,2.5,34.9
IL-135,"Montgomery County",34.2,86,2.8,31.4
IL-137,"Morgan County",32.2,86,2.2,30
IL-139,"Moultrie County",32.4,85,2.5,29.9
IL-141,"Ogle County",26.6,93,3.4,23.2
IL-143,"Peoria County",29.7,90,2.7,27
IL-145,"Perry County",37.4,87,2.9,34.5
IL-147,"Piatt County",31.3,89,2.7,28.6
IL-149,"Pike County",32.3,82,1.6,30.7
IL-151,"Pope County",38.8,83,2.6,36.2
IL-153,"Pulaski County",39.9,85,2.9,37
IL-155,"Putnam County",29.2,94,3.2,26
IL-157,"Randolph County",37.3,83,2.5,34.8
IL-159,"Richland County",36.6,90,3.5,33.1
IL-161,"Rock Island County",28.5,92,3.3,25.2
IL-163,"St. Clair County",36.4,82,2.2,34.2
IL-165,"Saline County",38.1,83,2.7,35.4
IL-167,"Sangamon County",32.2,85,2.3,29.9
IL-169,"Schuyler County",31.3,88,2.3,29
IL-171,"Scott County",32.4,80,1.7,30.7
IL-173,"Shelby County",33.1,85,2.3,30.8
IL-175,"Stark County",29.0,93,3.4,25.6
IL-177,"Stephenson County",24.3,82,2.1,22.2
IL-179,"Tazewell County",30.5,89,2.8,27.7
IL-181,"Union County",38.9,84,2.9,36
IL-183,"Vermilion County",30.6,79,1.8,28.8
IL-185,"Wabash County",37.5,94,3.4,34.1
IL-187,"Warren County",28.8,85,2.1,26.7
IL-189,"Washington County",37.0,91,3.2,33.8
IL-191,"Wayne County",37.3,93,3.5,33.8
IL-193,"White County",37.5,84,2.6,34.9
IL-195,"Whiteside County",28.0,95,3.8,24.2
IL-197,"Will County",29.0,92,3.0,26
IL-199,"Williamson County",38.1,84,2.8,35.3
IL-201,"Winnebago County",25.6,86,2.8,22.8
IL-203,"Woodford County",29.7,92,3.2,26.5
IN-001,"Adams County",30.9,94,4.1,26.8
IN-003,"Allen County",30.3,95,4.1,26.2
IN-005,"Bartholomew County",35.6,92,3.9,31.7
IN-007,"Benton County",29.8,86,2.7,27.1
IN-009,"Blackford County",31.8,92,3.9,27.9
IN-011,"Boone County",31.4,91,3.2,28.2
IN-013,"Brown County",34.9,92,3.9,31
IN-015,"Carroll County",30.6,88,2.9,27.7
IN-017,"Cass County",30.4,91,3.3,27.1
IN-019,"Clark County",37.2,88,3.2,34
IN-021,"Clay County",34.4,95,3.9,30.5
IN-023,"Clinton County",30.8,89,3.0,27.8
IN-025,"Crawford County",37.3,86,3.1,34.2
IN-027,"Daviess County",36.2,91,3.6,32.6
IN-029,"Dearborn County",35.2,88,3.4,31.8
IN-031,"Decatur County",34.6,90,3.5,31.1
IN-033,"DeKalb County",29.4,96,4.3,25.1
IN-035,"Delaware County",32.7,94,4.4,28.3
IN-037,"Dubois County",37.0,88,3.5,33.5
IN-039,"Elkhart County",28.8,95,3.9,24.9
IN-041,"Fayette County",33.1,91,3.7,29.4
IN-043,"Floyd County",37.6,91,3.4,34.2
IN-045,"Fountain County",31.2,86,2.5,28.7
IN-047,"Franklin County",34.0,89,3.4,30.6
IN-049,"Fulton County",29.8,94,3.9,25.9
IN-051,"Gibson County",37.4,85,3.1,34.3
IN-053,"Grant County",31.3,91,3.3,28
IN-055,"Greene County",35.5,96,4.2,31.3
IN-057,"Hamilton County",31.9,89,3.1,28.8
IN-059,"Hancock County",32.8,88,3.4,29.4
IN-061,"Harrison County",37.8,90,3.3,34.5
IN-063,"Hendricks County",32.2,90,3.0,29.2
IN-065,"Henry County",32.4,92,4.0,28.4
IN-067,"Howard County",30.7,90,3.0,27.7
IN-069,"Huntington County",30.8,92,3.7,27.1
IN-071,"Jackson County",36.1,89,3.6,32.5
IN-073,"Jasper County",29.5,92,3.1,26.4
IN-075,"Jay County",31.6,92,4.0,27.6
IN-077,"Jefferson County",36.4,89,3.4,33
IN-079,"Jennings County",35.6,88,3.2,32.4
IN-081,"Johnson County",33.9,90,3.6,30.3
IN-083,"Knox County",36.6,91,3.6,33
IN-085,"Kosciusko County",29.8,95,4.2,25.6
IN-087,"LaGrange County",28.8,95,4.2,24.6
IN-089,"Lake County",29.4,94,3.2,26.2
IN-091,"LaPorte County",28.9,95,3.3,25.6
IN-093,"Lawrence County",35.8,92,3.8,32
IN-095,"Madison County",32.4,90,3.7,28.7
IN-097,"Marion County",32.5,86,2.8,29.7
IN-099,"Marshall County",29.6,97,4.5,25.1
IN-101,"Martin County",36.2,94,3.9,32.3
IN-103,"Miami County",30.5,92,3.3,27.2
IN-105,"Monroe County",34.7,94,3.9,30.8
IN-107,"Montgomery County",31.6,92,3.3,28.3
IN-109,"Morgan County",33.9,91,3.6,30.3
IN-111,"Newton County",30.1,95,3.5,26.6
IN-113,"Noble County",29.3,96,4.3,25
IN-115,"Ohio County",36.4,91,3.7,32.7
IN-117,"Orange County",36.7,88,3.7,33
IN-119,"Owen County",34.7,95,4.2,30.5
IN-121,"Parke County",32.4,89,2.8,29.6
IN-123,"Perry County",37.6,81,2.3,35.3
IN-125,"Pike County",36.9,88,3.4,33.5
IN-127,"Porter County",29.0,93,3.1,25.9
IN-129,"Posey County",37.3,78,1.8,35.5
IN-131,"Pulaski County",29.6,93,3.5,26.1
IN-133,"Putnam County",32.8,91,3.3,29.5
IN-135,"Randolph County",31.9,94,4.1,27.8
IN-137,"Ripley County",34.9,88,3.3,31.6
IN-139,"Rush County",33.5,90,3.8,29.7
IN-141,"St. Joseph County",29.0,96,3.9,25.1
IN-143,"Scott County",36.4,87,3.3,33.1
IN-145,"Shelby County",34.4,93,3.9,30.5
IN-147,"Spencer County",37.6,79,2.0,35.6
IN-149,"Starke County",29.6,96,4.0,25.6
IN-151,"Steuben County",28.9,100,4.6,24.3
IN-153,"Sullivan County",35.6,97,3.9,31.7
IN-155,"Switzerland County",37.0,91,3.8,33.2
IN-157,"Tippecanoe County",30.8,88,2.9,27.9
IN-159,"Tipton County",31.1,90,3.1,28
IN-161,"Union County",33.1,90,3.5,29.6
IN-163,"Vanderburgh County",37.3,79,1.9,35.4
IN-165,"Vermillion County",32.1,85,2.4,29.7
IN-167,"Vigo County",34.2,93,3.4,30.8
IN-169,"Wabash County",30.7,92,3.5,27.2
IN-171,"Warren County",30.2,81,2.1,28.1
IN-173,"Warrick County",37.3,80,2.5,34.8
IN-175,"Washington County",36.3,88,3.4,32.9
IN-177,"Wayne County",32.2,91,3.7,28.5
IN-179,"Wells County",31.0,93,3.9,27.1
IN-181,"White County",29.9,87,2.9,27
IN-183,"Whitley County",30.3,96,4.3,26
IA-001,"Adair County",27.6,87,3.2,24.4
IA-003,"Adams County",28.8,90,3.5,25.3
IA-005,"Allamakee County",21.1,77,1.5,19.6
IA-007,"Appanoose County",28.8,82,2.0,26.8
IA-009,"Audubon County",26.3,86,3.1,23.2
IA-011,"Benton County",22.9,71,0.6,22.3
IA-013,"Black Hawk County",21.5,68,0.3,21.2
IA-015,"Boone County",25.4,84,2.7,22.7
IA-017,"Bremer County",20.1,65,0.1,20
IA-019,"Buchanan County",21.2,69,0.3,20.9
IA-021,"Buena Vista County",22.9,86,2.5,20.4
IA-023,"Butler County",21.2,72,0.9,20.3
IA-025,"Calhoun County",23.4,77,1.7,21.7
IA-027,"Carroll County",25.3,88,3.1,22.2
IA-029,"Cass County",28.3,90,3.5,24.8
IA-031,"Cedar County",26.0,85,2.2,23.8
IA-033,"Cerro Gordo County",19.5,72,0.6,18.9
IA-035,"Cherokee County",23.4,88,2.8,20.6
IA-037,"Chickasaw County",18.7,65,-0.3,19
IA-039,"Clarke County",28.4,86,2.6,25.8
IA-041,"Clay County",21.6,82,2.3,19.3
IA-043,"Clayton County",21.7,75,1.2,20.5
IA-045,"Clinton County",27.4,94,3.4,24
IA-047,"Crawford County",26.1,91,3.6,22.5
IA-049,"Dallas County",27.0,86,2.7,24.3
IA-051,"Davis County",29.2,86,2.3,26.9
IA-053,"Decatur County",29.1,87,2.5,26.6
IA-055,"Delaware County",22.5,79,1.6,20.9
IA-057,"Des Moines County",29.3,88,2.4,26.9
IA-059,"Dickinson County",20.0,80,1.6,18.4
IA-061,"Dubuque County",23.7,83,1.9,21.8
IA-063,"Emmet County",19.6,75,1.3,18.3
IA-065,"Fayette County",19.8,70,0.1,19.7
IA-067,"Floyd County",19.6,71,0.3,19.3
IA-069,"Franklin County",21.3,81,1.5,19.8
IA-071,"Fremont County",31.2,92,3.5,27.7
IA-073,"Greene County",25.5,85,2.7,22.8
IA-075,"Grundy County",22.6,80,1.3,21.3
IA-077,"Guthrie County",26.6,86,2.9,23.7
IA-079,"Hamilton County",23.2,82,1.9,21.3
IA-081,"Hancock County",19.7,71,0.5,19.2
IA-083,"Hardin County",22.9,83,1.8,21.1
IA-085,"Harrison County",28.1,89,3.5,24.6
IA-087,"Henry County",28.8,86,2.2,26.6
IA-089,"Howard County",17.6,65,-0.2,17.8
IA-091,"Humboldt County",21.3,72,0.6,20.7
IA-093,"Ida County",24.9,89,3.2,21.7
IA-095,"Iowa County",25.8,84,2.2,23.6
IA-097,"Jackson County",25.7,87,2.6,23.1
IA-099,"Jasper County",26.2,81,2.1,24.1
IA-101,"Jefferson County",27.9,82,1.8,26.1
IA-103,"Johnson County",26.2,83,2.2,24
IA-105,"Jones County",24.8,86,2.3,22.5
IA-107,"Keokuk County",26.9,82,2.1,24.8
IA-109,"Kossuth County",20.3,74,1.1,19.2
IA-111,"Lee County",29.9,83,1.9,28
IA-113,"Linn County",24.0,81,1.7,22.3
IA-115,"Louisa County",28.5,87,2.4,26.1
IA-117,"Lucas County",28.2,83,2.1,26.1
IA-119,"Lyon County",22.0,84,2.7,19.3
IA-121,"Madison County",27.7,83,2.6,25.1
IA-123,"Mahaska County",27.2,80,2.0,25.2
IA-125,"Marion County",27.6,79,1.8,25.8
IA-127,"Marshall County",24.6,83,2.0,22.6
IA-129,"Mills County",30.3,90,3.5,26.8
IA-131,"Mitchell County",18.3,69,0.2,18.1
IA-133,"Monona County",27.2,92,3.8,23.4
IA-135,"Monroe County",28.2,80,1.9,26.3
IA-137,"Montgomery County",29.8,92,3.8,26
IA-139,"Muscatine County",27.1,80,1.9,25.2
IA-141,"O'Brien County",21.6,81,1.9,19.7
IA-143,"Osceola County",20.0,77,1.3,18.7
IA-145,"Page County",30.9,93,3.9,27
IA-147,"Palo Alto County",20.9,75,1.5,19.4
IA-149,"Plymouth County",25.0,92,3.7,21.3
IA-151,"Pocahontas County",21.8,73,1.0,20.8
IA-153,"Polk County",27.0,83,2.5,24.5
IA-155,"Pottawattamie County",29.0,90,3.4,25.6
IA-157,"Poweshiek County",25.5,81,2.0,23.5
IA-159,"Ringgold County",28.9,88,2.7,26.2
IA-161,"Sac County",24.2,88,2.8,21.4
IA-163,"Scott County",28.0,92,3.4,24.6
IA-165,"Shelby County",27.0,88,3.2,23.8
IA-167,"Sioux County",23.0,85,2.8,20.2
IA-169,"Story County",25.1,83,2.4,22.7
IA-171,"Tama County",23.5,76,1.2,22.3
IA-173,"Taylor County",29.8,91,3.6,26.2
IA-175,"Union County",28.1,85,2.8,25.3
IA-177,"Van Buren County",28.8,83,1.5,27.3
IA-179,"Wapello County",28.4,86,2.3,26.1
IA-181,"Warren County",28.0,80,2.3,25.7
IA-183,"Washington County",27.7,86,2.6,25.1
IA-185,"Wayne County",28.5,82,1.9,26.6
IA-187,"Webster County",22.8,76,1.3,21.5
IA-189,"Winnebago County",18.5,68,0.1,18.4
IA-191,"Winneshiek County",19.5,73,1.0,18.5
IA-193,"Woodbury County",26.3,93,3.9,22.4
IA-195,"Worth County",18.1,66,-0.0,18.1
IA-197,"Wright County",21.4,75,1.2,20.2
KS-001,"Allen County",36.4,71,0.8,35.6
KS-003,"Anderson County",35.1,69,0.5,34.6
KS-005,"Atchison County",32.8,81,1.7,31.1
KS-007,"Barber County",37.4,72,0.8,36.6
KS-009,"Barton County",35.1,77,1.6,33.5
KS-011,"Bourbon County",36.3,72,0.5,35.8
KS-013,"Brown County",32.2,82,2.1,30.1
KS-015,"Butler County",35.9,73,0.6,35.3
KS-017,"Chase County",34.2,71,0.5,33.7
KS-019,"Chautauqua County",38.1,69,0.4,37.7
KS-021,"Cherokee County",38.5,70,0.6,37.9
KS-023,"Cheyenne County",32.8,73,1.3,31.5
KS-025,"Clark County",37.1,66,0.1,37
KS-027,"Clay County",33.9,83,2.1,31.8
KS-029,"Cloud County",34.4,90,3.0,31.4
KS-031,"Coffey County",35.3,74,1.1,34.2
KS-033,"Comanche County",37.1,66,0.4,36.7
KS-035,"Cowley County",37.6,71,0.6,37
KS-037,"Crawford County",37.2,71,0.4,36.8
KS-039,"Decatur County",33.1,86,2.3,30.8
KS-041,"Dickinson County",34.9,84,2.0,32.9
KS-043,"Doniphan County",32.8,81,2.0,30.8
KS-045,"Douglas County",34.9,81,1.9,33
KS-047,"Edwards County",35.5,70,0.9,34.6
KS-049,"Elk County",37.0,70,0.5,36.5
KS-051,"Ellis County",34.4,76,1.7,32.7
KS-053,"Ellsworth County",35.3,84,2.1,33.2
KS-055,"Finney County",34.8,75,1.1,33.7
KS-057,"Ford County",35.8,71,0.8,35
KS-059,"Franklin County",35.5,79,1.8,33.7
KS-061,"Geary County",34.1,81,1.7,32.4
KS-063,"Gove County",33.8,76,1.3,32.5
KS-065,"Graham County",33.8,81,1.8,32
KS-067,"Grant County",34.8,52,-0.4,35.2
KS-069,"Gray County",35.2,72,0.7,34.5
KS-071,"Greeley County",32.3,53,-0.3,32.6
KS-073,"Greenwood County",35.6,70,0.6,35
KS-075,"Hamilton County",34.1,52,-0.2,34.3
KS-077,"Harper County",37.6,69,0.6,37
KS-079,"Harvey County",35.8,74,1.1,34.7
KS-081,"Haskell County",35.0,65,0.1,34.9
KS-083,"Hodgeman County",35.5,72,1.0,34.5
KS-085,"Jackson County",32.2,78,1.1,31.1
KS-087,"Jefferson County",33.6,81,1.6,32
KS-089,"Jewell County",33.8,97,3.7,30.1
KS-091,"Johnson County",34.8,81,1.9,32.9
KS-093,"Kearny County",34.8,72,0.8,34
KS-095,"Kingman County",36.2,66,0.3,35.9
KS-097,"Kiowa County",35.9,67,0.4,35.5
KS-099,"Labette County",38.6,72,0.7,37.9
KS-101,"Lane County",34.0,75,1.1,32.9
KS-103,"Leavenworth County",34.5,82,2.2,32.3
KS-105,"Lincoln County",34.7,86,2.4,32.3
KS-107,"Linn County",35.7,74,0.9,34.8
KS-109,"Logan County",33.4,70,0.7,32.7
KS-111,"Lyon County",34.7,76,1.4,33.3
KS-113,"McPherson County",35.7,83,2.0,33.7
KS-115,"Marion County",34.9,75,1.3,33.6
KS-117,"Marshall County",31.6,77,1.6,30
KS-119,"Meade County",36.2,63,-0.3,36.5
KS-121,"Miami County",35.3,78,1.6,33.7
KS-123,"Mitchell County",34.0,87,2.6,31.4
KS-125,"Montgomery County",38.6,70,0.7,37.9
KS-127,"Morris County",34.2,82,1.6,32.6
KS-129,"Morton County",35.0,43,-1.4,36.4
KS-131,"Nemaha County",31.4,80,1.6,29.8
KS-133,"Neosho County",37.2,70,0.4,36.8
KS-135,"Ness County",34.6,72,0.9,33.7
KS-137,"Norton County",32.4,78,1.6,30.8
KS-139,"Osage County",35.7,88,2.6,33.1
KS-141,"Osborne County",34.0,85,2.2,31.8
KS-143,"Ottawa County",34.9,88,2.6,32.3
KS-145,"Pawnee County",35.3,72,1.2,34.1
KS-147,"Phillips County",33.2,82,2.2,31
KS-149,"Pottawatomie County",32.3,72,1.0,31.3
KS-151,"Pratt County",35.8,69,0.5,35.3
KS-153,"Rawlins County",33.0,80,1.8,31.2
KS-155,"Reno County",35.8,72,0.8,35
KS-157,"Republic County",33.0,90,3.0,30
KS-159,"Rice County",35.4,77,1.5,33.9
KS-161,"Riley County",33.2,76,1.5,31.7
KS-163,"Rooks County",33.9,80,1.8,32.1
KS-165,"Rush County",34.9,74,1.5,33.4
KS-167,"Russell County",35.1,83,2.4,32.7
KS-169,"Saline County",35.8,89,2.7,33.1
KS-171,"Scott County",34.0,73,1.1,32.9
KS-173,"Sedgwick County",36.9,74,1.1,35.8
KS-175,"Seward County",35.6,54,-0.7,36.3
KS-177,"Shawnee County",34.6,85,2.2,32.4
KS-179,"Sheridan County",34.0,87,2.5,31.5
KS-181,"Sherman County",32.5,72,1.1,31.4
KS-183,"Smith County",33.4,90,2.7,30.7
KS-185,"Stafford County",35.4,70,1.0,34.4
KS-187,"Stanton County",34.2,45,-1.3,35.5
KS-189,"Stevens County",35.6,55,-0.5,36.1
KS-191,"Sumner County",38.0,75,0.9,37.1
KS-193,"Thomas County",33.0,74,1.5,31.5
KS-195,"Trego County",34.0,77,1.2,32.8
KS-197,"Wabaunsee County",34.6,85,2.4,32.2
KS-199,"Wallace County",32.5,59,0.3,32.2
KS-201,"Washington County",32.1,82,2.0,30.1
KS-203,"Wichita County",33.4,67,0.6,32.8
KS-205,"Wilson County",37.4,71,0.6,36.8
KS-207,"Woodson County",36.3,72,0.9,35.4
KS-209,"Wyandotte County",34.9,84,2.4,32.5
KY-001,"Adair County",41.3,100,4.4,36.9
KY-003,"Allen County",41.6,88,2.9,38.7
KY-005,"Anderson County",37.8,86,2.9,34.9
KY-007,"Ballard County",40.3,89,2.9,37.4
KY-009,"Barren County",40.9,87,2.9,38
KY-011,"Bath County",37.8,83,2.4,35.4
KY-013,"Bell County",41.2,96,3.9,37.3
KY-015,"Boone County",36.2,88,3.5,32.7
KY-017,"Bourbon County",37.3,86,2.9,34.4
KY-019,"Boyd County",38.5,89,3.2,35.3
KY-021,"Boyle County",38.2,86,2.6,35.6
KY-023,"Bracken County",36.6,86,3.1,33.5
KY-025,"Breathitt County",42.0,103,4.6,37.4
KY-027,"Breckinridge County",38.6,89,2.8,35.8
KY-029,"Bullitt County",38.4,86,2.8,35.6
KY-031,"Butler County",41.0,92,3.4,37.6
KY-033,"Caldwell County",39.6,79,2.0,37.6
KY-035,"Calloway County",41.1,84,2.1,39
KY-037,"Campbell County",36.4,86,3.3,33.1
KY-039,"Carlisle County",40.5,88,2.6,37.9
KY-041,"Carroll County",37.7,92,3.8,33.9
KY-043,"Carter County",37.7,87,3.0,34.7
KY-045,"Casey County",39.8,94,3.7,36.1
KY-047,"Christian County",41.8,92,3.4,38.4
KY-049,"Clark County",38.0,87,2.8,35.2
KY-051,"Clay County",42.2,105,4.6,37.6
KY-053,"Clinton County",42.4,100,4.5,37.9
KY-055,"Crittenden County",39.2,82,2.4,36.8
KY-057,"Cumberland County",42.6,99,4.2,38.4
KY-059,"Daviess County",38.4,78,1.9,36.5
KY-061,"Edmonson County",40.6,91,3.1,37.5
KY-063,"Elliott County",38.4,89,3.1,35.3
KY-065,"Estill County",39.7,90,3.0,36.7
KY-067,"Fayette County",37.2,85,2.6,34.6
KY-069,"Fleming County",37.0,83,2.4,34.6
KY-071,"Floyd County",41.6,101,3.9,37.7
KY-073,"Franklin County",37.8,89,3.1,34.7
KY-075,"Fulton County",41.0,82,2.3,38.7
KY-077,"Gallatin County",37.5,91,3.9,33.6
KY-079,"Garrard County",38.6,86,2.6,36
KY-081,"Grant County",37.1,91,3.6,33.5
KY-083,"Graves County",40.6,81,2.3,38.3
KY-085,"Grayson County",39.7,93,3.3,36.4
KY-087,"Green County",40.4,92,3.6,36.8
KY-089,"Greenup County",37.5,90,3.3,34.2
KY-091,"Hancock County",38.2,78,2.0,36.2
KY-093,"Hardin County",38.6,90,2.9,35.7
KY-095,"Harlan County",39.2,89,3.1,36.1
KY-097,"Harrison County",37.2,87,3.2,34
KY-099,"Hart County",40.0,89,3.1,36.9
KY-101,"Henderson County",37.8,76,1.5,36.3
KY-103,"Henry County",37.5,91,3.5,34
KY-105,"Hickman County",40.7,83,2.4,38.3
KY-107,"Hopkins County",40.1,86,2.6,37.5
KY-109,"Jackson County",40.0,96,3.5,36.5
KY-111,"Jefferson County",38.3,91,3.1,35.2
KY-113,"Jessamine County",37.7,83,2.5,35.2
KY-115,"Johnson County",40.6,100,4.0,36.6
KY-117,"Kenton County",36.2,87,3.4,32.8
KY-119,"Knott County",41.4,100,4.1,37.3
KY-121,"Knox County",42.7,108,4.8,37.9
KY-123,"Larue County",38.9,88,2.9,36
KY-125,"Laurel County",41.3,100,4.0,37.3
KY-127,"Lawrence County",39.5,96,3.5,36
KY-129,"Lee County",41.0,97,3.7,37.3
KY-131,"Leslie County",41.7,102,4.4,37.3
KY-133,"Letcher County",40.0,94,3.2,36.8
KY-135,"Lewis County",36.8,86,2.7,34.1
KY-137,"Lincoln County",39.0,90,3.0,36
KY-139,"Livingston County",39.7,85,2.6,37.1
KY-141,"Logan County",41.6,92,3.3,38.3
KY-143,"Lyon County",39.9,79,1.9,38
KY-145,"McCracken County",40.4,91,3.0,37.4
KY-147,"McCreary County",41.7,100,4.2,37.5
KY-149,"McLean County",39.4,83,2.4,37
KY-151,"Madison County",38.8,86,2.7,36.1
KY-153,"Magoffin County",41.1,100,4.4,36.7
KY-155,"Marion County",38.9,86,2.9,36
KY-157,"Marshall County",40.5,83,2.2,38.3
KY-159,"Martin County",40.6,98,3.4,37.2
KY-161,"Mason County",36.5,84,2.8,33.7
KY-163,"Meade County",38.0,85,2.8,35.2
KY-165,"Menifee County",38.6,86,2.7,35.9
KY-167,"Mercer County",37.9,82,2.5,35.4
KY-169,"Metcalfe County",40.7,92,3.4,37.3
KY-171,"Monroe County",41.5,92,3.1,38.4
KY-173,"Montgomery County",38.1,87,3.0,35.1
KY-175,"Morgan County",39.4,93,3.4,36
KY-177,"Muhlenberg County",40.8,89,3.1,37.7
KY-179,"Nelson County",38.4,87,2.7,35.7
KY-181,"Nicholas County",37.2,86,2.9,34.3
KY-183,"Ohio County",39.9,91,3.0,36.9
KY-185,"Oldham County",37.3,88,3.1,34.2
KY-187,"Owen County",37.5,90,3.5,34
KY-189,"Owsley County",41.8,103,4.2,37.6
KY-191,"Pendleton County",37.0,89,3.4,33.6
KY-193,"Perry County",41.7,99,4.2,37.5
KY-195,"Pike County",41.5,99,3.8,37.7
KY-197,"Powell County",39.2,89,2.9,36.3
KY-199,"Pulaski County",41.2,100,4.1,37.1
KY-201,"Robertson County",36.9,88,3.0,33.9
KY-203,"Rockcastle County",39.8,92,3.3,36.5
KY-205,"Rowan County",37.2,79,2.0,35.2
KY-207,"Russell County",41.6,100,4.5,37.1
KY-209,"Scott County",37.2,87,3.0,34.2
KY-211,"Shelby County",37.4,89,3.2,34.2
KY-213,"Simpson County",41.7,93,3.2,38.5
KY-215,"Spencer County",37.9,86,2.9,35
KY-217,"Taylor County",39.9,93,3.5,36.4
KY-219,"Todd County",42.0,95,3.6,38.4
KY-221,"Trigg County",41.4,86,2.7,38.7
KY-223,"Trimble County",37.3,92,3.6,33.7
