April 2020 Contiguous U.S. County Average Temperature
Units: Degrees Fahrenheit
Missing: -99
"Location ID","Location","Value","Rank","Anomaly (1901-2000 base period)","1901-2000 Mean"
WA-013,"Columbia County",47.2,96,2.1,45.1
WA-015,"Cowlitz County",48.8,106,2.2,46.6
WA-017,"Douglas County",48.4,84,1.0,47.4
WA-019,"Ferry County",41.9,63,-0.1,42
WA-021,"Franklin County",51.8,85,1.1,50.7
WA-023,"Garfield County",47.7,96,2.2,45.5
WA-025,"Grant County",50.8,82,0.8,50
WA-027,"Grays Harbor County",48.2,85,1.0,47.2
WA-029,"Island County",51.0,117,2.5,48.5
WA-031,"Jefferson County",43.9,100,1.8,42.1
WA-033,"King County",46.3,93,1.2,45.1
WA-035,"Kitsap County",50.8,107,1.9,48.9
WA-037,"Kittitas County",44.7,95,1.6,43.1
WA-039,"Klickitat County",48.8,108,2.6,46.2
WA-041,"Lewis County",46.4,100,2.0,44.4
WA-043,"Lincoln County",45.6,56,-0.8,46.4
WA-045,"Mason County",47.5,92,1.3,46.2
WA-047,"Okanogan County",41.8,69,0.2,41.6
WA-049,"Pacific County",48.2,87,1.0,47.2
WA-051,"Pend Oreille County",40.7,59,-0.2,40.9
WA-053,"Pierce County",45.5,99,1.7,43.8
WA-055,"San Juan County",49.4,95,1.2,48.2
WA-057,"Skagit County",44.9,91,1.1,43.8
WA-059,"Skamania County",44.6,111,2.7,41.9
WA-061,"Snohomish County",44.9,82,0.7,44.2
WA-063,"Spokane County",46.1,78,0.8,45.3
WA-065,"Stevens County",44.1,60,-0.2,44.3
WA-067,"Thurston County",49.3,83,0.7,48.6
WA-069,"Wahkiakum County",48.7,98,1.7,47
WA-071,"Walla Walla County",51.9,87,1.1,50.8
WA-073,"Whatcom County",42.9,83,0.9,42
WA-075,"Whitman County",48.4,89,1.3,47.1
WA-077,"Yakima County",46.5,102,2.2,44.3
WV-001,"Barbour County",48.4,32,-1.4,49.8
WV-003,"Berkeley County",49.9,37,-1.1,51
WV-005,"Boone County",51.2,22,-2.5,53.7
WV-007,"Braxton County",50.4,28,-2.1,52.5
WV-009,"Brooke County",47.1,21,-2.4,49.5
WV-011,"Cabell County",52.0,27,-2.0,54
WV-013,"Calhoun County",50.6,28,-1.7,52.3
WV-015,"Clay County",50.5,24,-2.4,52.9
WV-017,"Doddridge County",49.9,31,-1.4,51.3
WV-019,"Fayette County",48.7,22,-2.6,51.3
WV-021,"Gilmer County",50.7,30,-1.5,52.2
WV-023,"Grant County",47.5,32,-1.6,49.1
WV-025,"Greenbrier County",47.0,26,-1.9,48.9
WV-027,"Hampshire County",49.6,35,-1.1,50.7
WV-029,"Hancock County",46.2,19,-2.8,49
WV-031,"Hardy County",48.9,37,-1.3,50.2
WV-033,"Harrison County",49.9,36,-1.1,51
WV-035,"Jackson County",51.2,27,-1.8,53
WV-037,"Jefferson County",50.5,43,-1.0,51.5
WV-039,"Kanawha County",51.4,21,-2.3,53.7
WV-041,"Lewis County",50.3,34,-1.3,51.6
WV-043,"Lincoln County",52.1,24,-2.3,54.4
WV-045,"Logan County",51.6,17,-2.7,54.3
WV-047,"McDowell County",50.8,32,-1.7,52.5
WV-049,"Marion County",48.7,28,-1.9,50.6
WV-051,"Marshall County",48.2,29,-1.9,50.1
WV-053,"Mason County",50.5,20,-2.8,53.3
WV-055,"Mercer County",48.7,23,-2.2,50.9
WV-057,"Mineral County",49.3,30,-1.7,51
WV-059,"Mingo County",52.2,17,-2.6,54.8
WV-061,"Monongalia County",47.8,25,-2.3,50.1
WV-063,"Monroe County",49.2,25,-1.8,51
WV-065,"Morgan County",49.2,30,-1.5,50.7
WV-067,"Nicholas County",48.0,22,-2.5,50.5
WV-069,"Ohio County",47.7,28,-1.8,49.5
WV-071,"Pendleton County",46.9,36,-1.3,48.2
WV-073,"Pleasants County",50.1,34,-1.3,51.4
WV-075,"Pocahontas County",43.6,23,-2.3,45.9
WV-077,"Preston County",46.3,34,-1.5,47.8
WV-079,"Putnam County",51.4,24,-2.3,53.7
WV-081,"Raleigh County",48.6,21,-2.5,51.1
WV-083,"Randolph County",44.6,32,-1.7,46.3
WV-085,"Ritchie County",50.3,32,-1.4,51.7
WV-087,"Roane County",51.0,30,-1.7,52.7
WV-089,"Summers County",49.2,20,-2.5,51.7
WV-091,"Taylor County",48.7,29,-1.8,50.5
WV-093,"Tucker County",44.4,34,-1.6,46
WV-095,"Tyler County",49.4,28,-1.7,51.1
WV-097,"Upshur County",48.7,34,-1.5,50.2
WV-099,"Wayne County",52.4,28,-2.0,54.4
WV-101,"Webster County",46.4,18,-2.7,49.1
WV-103,"Wetzel County",48.4,25,-2.1,50.5
WV-105,"Wirt County",50.8,34,-1.3,52.1
WV-107,"Wood County",50.9,34,-1.3,52.2
WV-109,"Wyoming County",50.3,24,-2.2,52.5
WI-001,"Adams County",41.8,33,-2.2,44
WI-003,"Ashland County",36.7,32,-2.3,39
WI-005,"Barron County",40.2,34,-2.2,42.4
WI-007,"Bayfield County",37.3,35,-1.8,39.1
WI-009,"Brown County",41.0,47,-0.9,41.9
WI-011,"Buffalo County",43.6,40,-1.4,45
WI-013,"Burnett County",40.1,42,-1.8,41.9
WI-015,"Calumet County",41.7,46,-1.2,42.9
WI-017,"Chippewa County",40.9,33,-2.2,43.1
WI-019,"Clark County",41.2,41,-1.4,42.6
WI-021,"Columbia County",43.3,39,-1.6,44.9
WI-023,"Crawford County",43.3,26,-3.0,46.3
WI-025,"Dane County",44.5,43,-1.0,45.5
WI-027,"Dodge County",42.8,35,-2.0,44.8
WI-029,"Door County",38.1,28,-2.1,40.2
WI-031,"Douglas County",38.2,41,-1.3,39.5
WI-033,"Dunn County",41.8,32,-2.2,44
WI-035,"Eau Claire County",42.2,41,-1.5,43.7
WI-037,"Florence County",35.8,28,-2.7,38.5
WI-039,"Fond du Lac County",42.4,40,-1.4,43.8
WI-041,"Forest County",35.7,29,-2.8,38.5
WI-043,"Grant County",44.3,29,-2.4,46.7
WI-045,"Green County",44.6,36,-1.7,46.3
WI-047,"Green Lake County",42.6,36,-1.9,44.5
WI-049,"Iowa County",44.2,39,-1.5,45.7
WI-051,"Iron County",35.3,28,-2.9,38.2
WI-053,"Jackson County",42.8,45,-1.0,43.8
WI-055,"Jefferson County",43.9,34,-1.9,45.8
WI-057,"Juneau County",42.1,33,-2.1,44.2
WI-059,"Kenosha County",43.6,28,-2.2,45.8
WI-061,"Kewaunee County",40.2,45,-1.0,41.2
WI-063,"La Crosse County",43.7,37,-1.7,45.4
WI-065,"Lafayette County",44.6,35,-1.7,46.3
WI-067,"Langlade County",37.1,32,-2.5,39.6
WI-069,"Lincoln County",37.6,31,-2.6,40.2
WI-071,"Manitowoc County",41.0,45,-1.0,42
WI-073,"Marathon County",39.5,35,-2.2,41.7
WI-075,"Marinette County",38.0,27,-2.6,40.6
WI-077,"Marquette County",42.4,35,-2.1,44.5
WI-078,"Menominee County",39.4,38,-1.8,41.2
WI-079,"Milwaukee County",43.2,38,-1.5,44.7
WI-081,"Monroe County",42.0,32,-2.3,44.3
WI-083,"Oconto County",39.4,38,-1.8,41.2
WI-085,"Oneida County",36.0,25,-3.0,39
WI-087,"Outagamie County",41.6,44,-1.3,42.9
WI-089,"Ozaukee County",41.6,33,-1.9,43.5
WI-091,"Pepin County",43.3,38,-1.7,45
WI-093,"Pierce County",43.2,43,-1.3,44.5
WI-095,"Polk County",40.9,33,-2.0,42.9
WI-097,"Portage County",41.0,37,-2.1,43.1
WI-099,"Price County",37.2,33,-2.3,39.5
WI-101,"Racine County",43.3,29,-2.1,45.4
WI-103,"Richland County",43.4,29,-2.3,45.7
WI-105,"Rock County",44.8,35,-1.8,46.6
WI-107,"Rusk County",39.8,37,-2.0,41.8
WI-109,"St. Croix County",42.5,42,-1.4,43.9
WI-111,"Sauk County",43.2,38,-1.8,45
WI-113,"Sawyer County",38.5,42,-1.4,39.9
WI-115,"Shawano County",40.1,38,-1.8,41.9
WI-117,"Sheboygan County",41.4,42,-1.4,42.8
WI-119,"Taylor County",38.8,33,-2.4,41.2
WI-121,"Trempealeau County",43.3,40,-1.4,44.7
WI-123,"Vernon County",42.5,27,-2.6,45.1
WI-125,"Vilas County",35.1,28,-2.8,37.9
WI-127,"Walworth County",44.1,34,-1.8,45.9
WI-129,"Washburn County",39.5,43,-1.4,40.9
WI-131,"Washington County",41.8,33,-2.0,43.8
WI-133,"Waukesha County",43.1,34,-1.8,44.9
WI-135,"Waupaca County",41.4,40,-1.8,43.2
WI-137,"Waushara County",41.8,40,-1.9,43.7
WI-139,"Winnebago County",42.4,41,-1.5,43.9
WI-141,"Wood County",41.4,36,-2.0,43.4
WY-001,"Albany County",36.2,57,-0.2,36.4
WY-003,"Big Horn County",39.2,38,-1.7,40.9
WY-005,"Campbell County",39.0,25,-2.8,41.8
WY-007,"Carbon County",38.0,60,0.2,37.8
WY-009,"Converse County",39.2,33,-2.1,41.3
WY-011,"Crook County",38.4,22,-3.3,41.7
WY-013,"Fremont County",36.9,49,-1.0,37.9
WY-015,"Goshen County",43.0,48,-0.8,43.8
WY-017,"Hot Springs County",38.6,30,-2.1,40.7
WY-019,"Johnson County",38.1,29,-2.4,40.5
WY-021,"Laramie County",40.1,41,-1.1,41.2
WY-023,"Lincoln County",35.6,64,0.1,35.5
WY-025,"Natrona County",38.8,39,-1.5,40.3
WY-027,"Niobrara County",41.4,37,-1.7,43.1
WY-029,"Park County",34.6,47,-0.9,35.5
WY-031,"Platte County",42.7,53,-0.3,43
WY-033,"Sheridan County",37.6,27,-2.6,40.2
WY-035,"Sublette County",33.2,60,-0.2,33.4
WY-037,"Sweetwater County",39.1,57,-0.0,39.1
WY-039,"Teton County",31.3,45,-1.1,32.4
WY-041,"Uinta County",37.2,61,-0.1,37.3
WY-043,"Washakie County",40.2,24,-2.5,42.7
WY-045,"Weston County",38.6,19,-3.6,42.2
AK-013,"Aleutians East Borough",38.0,93,5.7,32.3
AK-016,"Aleutians West Census Area",38.9,95,4.7,34.2
AK-020,"Anchorage Municipality",31.2,56,1.5,29.7
AK-050,"Bethel Census Area",33.5,88,6.9,26.6
AK-060,"Bristol Bay Borough",39.8,92,7.4,32.4
AK-068,"Denali Borough",27.7,68,3.1,24.6
AK-070,"Dillingham Census Area",36.5,92,7.1,29.4
AK-090,"Fairbanks North Star Borough",29.1,47,0.7,28.4
AK-100,"Haines Borough",30.7,27,-1.2,31.9
AK-105,"Hoonah-Angoon Census Area",33.6,28,-1.0,34.6
AK-110,"Juneau City and Borough",30.6,19,-1.8,32.4
AK-122,"Kenai Peninsula Borough",33.4,79,3.5,29.9
AK-130,"Ketchikan Gateway Borough",37.3,35,-0.4,37.7
AK-150,"Kodiak Island Borough",38.6,92,4.6,34
AK-158,"Kusilvak Census Area",29.7,79,6.1,23.6
AK-164,"Lake and Peninsula Borough",37.2,92,5.7,31.5
AK-170,"Matanuska-Susitna Borough",27.5,54,1.4,26.1
AK-180,"Nome Census Area",23.2,81,6.5,16.7
AK-185,"North Slope Borough",12.0,87,7.2,4.8
AK-188,"Northwest Arctic Borough",21.5,81,6.5,15
AK-195,"Petersburg Borough",33.1,28,-1.1,34.2
AK-198,"Prince of Wales-Hyder Census Area",39.3,32,-0.7,40
AK-220,"Sitka City and Borough",36.9,37,-0.4,37.3
AK-230,"Skagway Municipality",27.8,34,-0.8,28.6
AK-240,"Southeast Fairbanks Census Area",26.2,45,0.3,25.9
AK-261,"Valdez-Cordova Census Area",26.1,52,0.8,25.3
AK-275,"Wrangell City and Borough",36.6,31,-0.9,37.5
AK-282,"Yakutat City and Borough",30.2,43,0.3,29.9
AK-290,"Yukon-Koyukuk Census Area",27.4,73,3.7,23.7
