January 2020 Contiguous U.S. County Average Temperature,,,,,
Units: Degrees Fahrenheit,,,,,
Missing: -99,,,,,
Location ID,Location,Value,Rank,Anomaly (1901-2000 base period),1901-2000 Mean
AR-049,Fulton County,40,112,5.8,34.2
AR-051,Garland County,44.3,107,4.2,40.1
AR-053,Grant County,45.1,103,3.5,41.6
AR-055,Greene County,42.1,113,5.8,36.3
AR-057,Hempstead County,45.8,103,3.5,42.3
AR-059,Hot Spring County,44.8,103,3.6,41.2
AR-061,Howard County,45.2,110,4.2,41
AR-063,Independence County,41.8,109,5,36.8
AR-065,Izard County,40.2,107,4.8,35.4
AR-067,Jackson County,42.4,108,5,37.4
AR-069,Jefferson County,45.6,104,4.1,41.5
AR-071,Johnson County,41.1,107,4.2,36.9
AR-073,Lafayette County,47.6,105,3.9,43.7
AR-075,Lawrence County,41.4,110,5.2,36.2
AR-077,Lee County,45.8,114,5.6,40.2
AR-079,Lincoln County,46.8,109,4.8,42
AR-081,Little River County,47.3,114,4.8,42.5
AR-083,Logan County,42.8,108,4.3,38.5
AR-085,Lonoke County,44.4,103,3.9,40.5
AR-087,Madison County,39.6,108,4.6,35
AR-089,Marion County,39.5,107,4.7,34.8
AR-091,Miller County,47.9,109,4.1,43.8
AR-093,Mississippi County,43.6,114,5.7,37.9
AR-095,Monroe County,45.7,111,5.3,40.4
AR-097,Montgomery County,43.8,105,4.2,39.6
AR-099,Nevada County,45.9,100,3.4,42.5
AR-101,Newton County,39.5,107,4.7,34.8
AR-103,Ouachita County,46.6,101,3.5,43.1
AR-105,Perry County,43.5,105,4,39.5
AR-107,Phillips County,46.3,114,5.5,40.8
AR-109,Pike County,44.5,106,3.7,40.8
AR-111,Poinsett County,43.4,113,5.6,37.8
AR-113,Polk County,43.6,111,4.7,38.9
AR-115,Pope County,41.5,105,4.1,37.4
AR-117,Prairie County,45.1,106,4.8,40.3
AR-119,Pulaski County,43.9,101,3.5,40.4
AR-121,Randolph County,41.4,116,6,35.4
AR-123,St. Francis County,45.2,115,5.6,39.6
AR-125,Saline County,44.1,104,3.6,40.5
AR-127,Scott County,43.4,110,4.7,38.7
AR-129,Searcy County,40.2,107,4.9,35.3
AR-131,Sebastian County,43.5,110,4.8,38.7
AR-133,Sevier County,46.6,115,5.3,41.3
AR-135,Sharp County,40.5,111,5.4,35.1
AR-137,Stone County,40.8,107,4.8,36
AR-139,Union County,48.3,109,4.6,43.7
AR-141,Van Buren County,41,106,4.2,36.8
AR-143,Washington County,40.3,109,4.7,35.6
AR-145,White County,43.6,106,4.8,38.8
AR-147,Woodruff County,44.1,107,5.1,39
AR-149,Yell County,43.4,106,4.2,39.2
CA-001,Alameda County,48.9,100,2.5,46.4
CA-003,Alpine County,33.8,115,4.4,29.4
CA-005,Amador County,44.8,90,1.7,43.1
CA-007,Butte County,45.8,100,2.6,43.2
CA-009,Calaveras County,45.1,91,1.8,43.3
CA-011,Colusa County,46.6,93,2.2,44.4
CA-013,Contra Costa County,48.7,105,2.8,45.9
CA-015,Del Norte County,40.9,86,1.6,39.3
CA-017,El Dorado County,41.8,95,2.2,39.6
CA-019,Fresno County,41.8,100,2.6,39.2
CA-021,Glenn County,45.9,96,2.5,43.4
CA-023,Humboldt County,44.3,98,2.5,41.8
CA-025,Imperial County,58,112,3.8,54.2
CA-027,Inyo County,44.6,107,3.4,41.2
CA-029,Kern County,46.6,95,2.3,44.3
CA-031,Kings County,47,88,1.7,45.3
CA-033,Lake County,44.6,89,1.7,42.9
CA-035,Lassen County,34.4,116,5.3,29.1
CA-037,Los Angeles County,51.6,111,3.8,47.8
CA-039,Madera County,42.6,100,2.8,39.8
CA-041,Marin County,50.2,110,3.1,47.1
CA-043,Mariposa County,42.1,94,2.3,39.8
CA-045,Mendocino County,45.6,89,1.7,43.9
CA-047,Merced County,48.1,100,2.8,45.3
CA-049,Modoc County,33.3,106,4.6,28.7
CA-051,Mono County,32.3,117,5.1,27.2
CA-053,Monterey County,49.2,96,2.3,46.9
CA-055,Napa County,48,110,2.9,45.1
CA-057,Nevada County,39.5,89,1.9,37.6
CA-059,Orange County,57,105,3,54
CA-061,Placer County,40.9,92,2.2,38.7
CA-063,Plumas County,35.2,109,3.8,31.4
CA-065,Riverside County,53.8,110,3.4,50.4
CA-067,Sacramento County,48.8,105,3,45.8
CA-069,San Benito County,47.2,96,2.3,44.9
CA-071,San Bernardino County,50.2,111,3.6,46.6
CA-073,San Diego County,53.5,114,4,49.5
CA-075,San Francisco County,51.1,112,2.9,48.2
CA-077,San Joaquin County,49.3,110,3.8,45.5
CA-079,San Luis Obispo County,48.6,85,1.7,46.9
CA-081,San Mateo County,50.4,100,2.4,48
CA-083,Santa Barbara County,50.5,97,2.5,48
CA-085,Santa Clara County,48.2,100,2.5,45.7
CA-087,Santa Cruz County,50.9,112,3.3,47.6
CA-089,Shasta County,40.7,87,1.9,38.8
CA-091,Sierra County,35.6,105,3.9,31.7
CA-093,Siskiyou County,35.7,96,2.8,32.9
CA-095,Solano County,49.1,109,3.3,45.8
CA-097,Sonoma County,49,108,2.6,46.4
CA-099,Stanislaus County,48.9,114,3.8,45.1
CA-101,Sutter County,48.2,101,2.6,45.6
CA-103,Tehama County,44.5,95,2.1,42.4
CA-105,Trinity County,39.6,96,2.3,37.3
CA-107,Tulare County,39.9,88,1.8,38.1
CA-109,Tuolumne County,38.8,108,3.1,35.7
CA-111,Ventura County,49.2,105,3.2,46
CA-113,Yolo County,48.5,103,2.9,45.6
CA-115,Yuba County,46.7,96,2.2,44.5
CO-001,Adams County,33,118,6.4,26.6
CO-003,Alamosa County,18.7,57,0.3,18.4
CO-005,Arapahoe County,32.9,115,5.8,27.1
CO-007,Archuleta County,24.6,90,2.8,21.8
CO-009,Baca County,35.6,104,4.3,31.3
CO-011,Bent County,35.6,117,6.2,29.4
CO-013,Boulder County,29.8,106,4.4,25.4
CO-014,Broomfield County,35,112,5.4,29.6
CO-015,Chaffee County,19.9,76,0.9,19
CO-017,Cheyenne County,34,121,6.5,27.5
CO-019,Clear Creek County,22.5,101,3.2,19.3
CO-021,Conejos County,19.4,69,0.9,18.5
CO-023,Costilla County,23.2,87,2.3,20.9
CO-025,Crowley County,33.1,109,4.9,28.2
CO-027,Custer County,25.1,91,2.3,22.8
CO-029,Delta County,25.2,77,2.3,22.9
CO-031,Denver County,34.7,111,5.4,29.3
CO-033,Dolores County,25.4,91,2.3,23.1
CO-035,Douglas County,31.5,97,3.4,28.1
CO-037,Eagle County,21,95,2.3,18.7
CO-039,Elbert County,31.2,111,4.9,26.3
CO-041,El Paso County,32.1,106,4.2,27.9
CO-043,Fremont County,28.5,88,2.1,26.4
CO-045,Garfield County,23.4,75,1.7,21.7
CO-047,Gilpin County,25.2,105,3.7,21.5
CO-049,Grand County,19.4,102,3,16.4
CO-051,Gunnison County,17.7,77,1.2,16.5
CO-053,Hinsdale County,19.6,100,2.7,16.9
CO-055,Huerfano County,30.9,95,3,27.9
CO-057,Jackson County,18.9,100,2.7,16.2
CO-059,Jefferson County,31.6,102,3.6,28
CO-061,Kiowa County,34.3,117,6.2,28.1
CO-063,Kit Carson County,34,120,6.7,27.3
CO-065,Lake County,17.3,86,1.6,15.7
CO-067,La Plata County,26.2,90,2.6,23.6
CO-069,Larimer County,27,106,4.5,22.5
CO-071,Las Animas County,34.3,96,3.4,30.9
CO-073,Lincoln County,32.4,112,5.4,27
CO-075,Logan County,32.6,118,6.7,25.9
CO-077,Mesa County,25.7,74,2.5,23.2
CO-079,Mineral County,20,98,3.4,16.6
CO-081,Moffat County,22.4,90,2.6,19.8
CO-083,Montezuma County,29.5,96,3.2,26.3
CO-085,Montrose County,26.4,83,2.5,23.9
CO-087,Morgan County,32.5,121,8.2,24.3
CO-089,Otero County,35.4,113,5.1,30.3
CO-091,Ouray County,22.7,83,1.9,20.8
CO-093,Park County,21.4,89,1.9,19.5
CO-095,Phillips County,31.8,116,6.4,25.4
CO-097,Pitkin County,20.9,96,2.7,18.2
CO-099,Prowers County,35.6,120,6.1,29.5
CO-101,Pueblo County,35,101,4.1,30.9
CO-103,Rio Blanco County,22.7,78,1.7,21
CO-105,Rio Grande County,17.4,62,0.4,17
CO-107,Routt County,21.2,100,3.2,18
CO-109,Saguache County,18,63,0.4,17.6
CO-111,San Juan County,20.5,97,2.4,18.1
CO-113,San Miguel County,25.9,88,2.3,23.6
CO-115,Sedgwick County,31.2,112,5.8,25.4
CO-117,Summit County,18.8,96,2.7,16.1
CO-119,Teller County,24.1,88,2.1,22
CO-121,Washington County,32.9,117,7.1,25.8
CO-123,Weld County,32.2,119,6.8,25.4
CO-125,Yuma County,33.4,120,6.9,26.5
CT-001,Fairfield County,34.6,118,7.8,26.8
CT-003,Hartford County,32.8,119,7.8,25
CT-005,Litchfield County,30.4,118,7.7,22.7
CT-007,Middlesex County,34.3,119,7.5,26.8
CT-009,New Haven County,33.8,117,7.2,26.6
CT-011,New London County,35.3,121,8.3,27
CT-013,Tolland County,32.9,120,8.4,24.5
CT-015,Windham County,33.6,121,8.6,25
DE-001,Kent County,39.6,114,6.7,32.9
DE-003,New Castle County,38.4,117,7,31.4
DE-005,Sussex County,41.2,116,6.7,34.5
FL-001,Alachua County,58.6,104,3.4,55.2
FL-003,Baker County,56.6,105,3.6,53
FL-005,Bay County,57.2,109,4.9,52.3
FL-007,Bradford County,58.3,107,3.8,54.5
FL-009,Brevard County,64.1,105,3.2,60.9
FL-011,Broward County,68.9,108,3.6,65.3
FL-013,Calhoun County,56.6,108,5.3,51.3
FL-015,Charlotte County,65.6,106,3.2,62.4
FL-017,Citrus County,60.5,103,3.4,57.1
FL-019,Clay County,60,112,5.3,54.7
FL-021,Collier County,67.2,103,2.6,64.6
FL-023,Columbia County,55.8,96,2.6,53.2
FL-027,DeSoto County,64.6,105,3.1,61.5
FL-029,Dixie County,57.8,105,4,53.8
FL-031,Duval County,59.6,113,5.7,53.9
FL-033,Escambia County,55.2,102,3.8,51.4
FL-035,Flagler County,61.8,110,4.9,56.9
FL-037,Franklin County,57.1,107,4.2,52.9
FL-039,Gadsden County,56.1,106,4.8,51.3
FL-041,Gilchrist County,57.7,104,3.6,54.1
FL-043,Glades County,66.3,109,3.9,62.4
FL-045,Gulf County,57.3,107,4.8,52.5
FL-047,Hamilton County,55.1,97,3,52.1
FL-049,Hardee County,63.9,106,3.1,60.8
FL-051,Hendry County,67,109,3.5,63.5
FL-053,Hernando County,61.9,106,4,57.9
FL-055,Highlands County,64.8,107,3.5,61.3
FL-057,Hillsborough County,63.9,108,4,59.9
FL-059,Holmes County,55.4,109,5,50.4
FL-061,Indian River County,64.7,106,3.2,61.5
FL-063,Jackson County,56.2,110,5.2,51
FL-065,Jefferson County,56.6,109,4.8,51.8
FL-067,Lafayette County,56.7,104,3.6,53.1
FL-069,Lake County,62.3,107,4.1,58.2
FL-071,Lee County,66.6,106,3.2,63.4
FL-073,Leon County,56.6,109,4.9,51.7
FL-075,Levy County,59.2,105,3.9,55.3
FL-077,Liberty County,56.7,109,5,51.7
FL-079,Madison County,56.1,106,4.3,51.8
FL-081,Manatee County,64.1,105,3.3,60.8
FL-083,Marion County,60.2,106,3.6,56.6
FL-085,Martin County,67.8,110,4.4,63.4
FL-086,Miami-Dade County,69.6,111,3.7,65.9
FL-087,Monroe County,69.8,108,3.4,66.4
FL-089,Nassau County,58.3,113,5.6,52.7
FL-091,Okaloosa County,54.3,100,3.4,50.9
FL-093,Okeechobee County,65.4,107,3.6,61.8
FL-095,Orange County,63.6,108,3.9,59.7
FL-097,Osceola County,64,106,3.4,60.6
FL-099,Palm Beach County,68.4,111,4,64.4
FL-101,Pasco County,62.8,110,4.3,58.5
FL-103,Pinellas County,64.1,107,3.9,60.2
FL-105,Polk County,63.7,106,3.5,60.2
FL-107,Putnam County,61,110,4.9,56.1
FL-109,St. Johns County,61.5,115,5.9,55.6
FL-111,St. Lucie County,66.3,107,3.7,62.6
FL-113,Santa Rosa County,54.1,97,2.8,51.3
FL-115,Sarasota County,64.5,103,2.9,61.6
FL-117,Seminole County,63.1,106,3.7,59.4
FL-119,Sumter County,61.5,106,3.7,57.8
FL-121,Suwannee County,56,99,3.1,52.9
FL-123,Taylor County,57.6,110,4.9,52.7
FL-125,Union County,56.9,99,2.9,54
FL-127,Volusia County,62.1,106,3.8,58.3
FL-129,Wakulla County,57,109,4.7,52.3
FL-131,Walton County,55,102,4.2,50.8
FL-133,Washington County,56.2,108,5,51.2
GA-001,Appling County,54.6,110,4.8,49.8
GA-003,Atkinson County,54.3,106,4.3,50
GA-005,Bacon County,54.8,109,4.7,50.1
GA-007,Baker County,54,105,4.3,49.7
GA-009,Baldwin County,51.2,115,5.9,45.3
GA-011,Banks County,46.9,114,5,41.9
GA-013,Barrow County,47,112,5.1,41.9
GA-015,Bartow County,45.9,111,5.1,40.8
GA-017,Ben Hill County,53.9,112,5.6,48.3
GA-019,Berrien County,54,106,4.4,49.6
GA-021,Bibb County,51.7,116,6.1,45.6
GA-023,Bleckley County,53,116,6,47
GA-025,Brantley County,55.9,112,5,50.9
GA-027,Brooks County,54.8,104,4.2,50.6
GA-029,Bryan County,55.6,111,5.6,50
GA-031,Bulloch County,53.9,111,5.5,48.4
GA-033,Burke County,53,117,6.9,46.1
GA-035,Butts County,49.4,115,5.8,43.6
GA-037,Calhoun County,53.3,104,4.2,49.1
GA-039,Camden County,57.4,113,5.3,52.1
GA-043,Candler County,53.6,111,5.4,48.2
GA-045,Carroll County,47.5,114,6.1,41.4
GA-047,Catoosa County,46,115,6.3,39.7
GA-049,Charlton County,56.8,111,4.9,51.9
GA-051,Chatham County,56.3,112,6.2,50.1
GA-053,Chattahoochee County,51.2,107,4.4,46.8
GA-055,Chattooga County,46.1,113,5.7,40.4
GA-057,Cherokee County,45.5,111,5.1,40.4
GA-059,Clarke County,47.4,113,5.1,42.3
GA-061,Clay County,52.7,104,4,48.7
GA-063,Clayton County,48.2,114,5.6,42.6
GA-065,Clinch County,54.7,103,3.5,51.2
GA-067,Cobb County,47,114,5.9,41.1
GA-069,Coffee County,54.2,108,4.9,49.3
GA-071,Colquitt County,54,105,4.3,49.7
GA-073,Columbia County,51.6,118,6.8,44.8
GA-075,Cook County,54.1,106,4.3,49.8
GA-077,Coweta County,48.6,115,5.9,42.7
GA-079,Crawford County,51.3,114,5.8,45.5
GA-081,Crisp County,53.3,112,5.9,47.4
GA-083,Dade County,45,114,6.1,38.9
GA-085,Dawson County,44.6,112,4.9,39.7
GA-087,Decatur County,55.1,105,4.4,50.7
GA-089,DeKalb County,47.5,114,5.7,41.8
GA-091,Dodge County,53.8,117,6.1,47.7
GA-093,Dooly County,52.8,115,5.9,46.9
GA-095,Dougherty County,53.8,107,4.6,49.2
GA-097,Douglas County,47.5,115,6.1,41.4
GA-099,Early County,53.9,104,4.3,49.6
GA-101,Echols County,54.6,99,3.1,51.5
GA-103,Effingham County,54.5,111,5.8,48.7
GA-105,Elbert County,47.6,113,5.6,42
GA-107,Emanuel County,53.2,114,5.8,47.4
GA-109,Evans County,54.3,110,5,49.3
GA-111,Fannin County,42.1,107,4.6,37.5
GA-113,Fayette County,48.7,115,5.8,42.9
GA-115,Floyd County,46.3,112,5.3,41
GA-117,Forsyth County,45.6,111,5,40.6
GA-119,Franklin County,46.8,113,4.8,42
GA-121,Fulton County,47.4,114,5.9,41.5
GA-123,Gilmer County,43,110,4.8,38.2
GA-125,Glascock County,51.2,116,6,45.2
GA-127,Glynn County,56.8,112,5,51.8
GA-129,Gordon County,45.7,113,5.2,40.5
GA-131,Grady County,55.2,106,4.5,50.7
GA-133,Greene County,48.8,113,5.3,43.5
GA-135,Gwinnett County,46.6,112,5.2,41.4
GA-137,Habersham County,45.1,112,4.5,40.6
GA-139,Hall County,46.1,112,5,41.1
GA-141,Hancock County,50.4,114,5.7,44.7
GA-143,Haralson County,47,115,6.2,40.8
GA-145,Harris County,49.7,110,4.7,45
GA-147,Hart County,47.2,114,5.5,41.7
GA-149,Heard County,48.1,114,5.5,42.6
GA-151,Henry County,48.7,115,5.5,43.2
GA-153,Houston County,52.5,116,6,46.5
GA-155,Irwin County,53.8,109,5.2,48.6
GA-157,Jackson County,47.1,113,5.1,42
GA-159,Jasper County,49.7,116,6.3,43.4
GA-161,Jeff Davis County,54,111,5,49
GA-163,Jefferson County,51.9,116,6.1,45.8
GA-165,Jenkins County,53.4,116,6.8,46.6
GA-167,Johnson County,52.6,115,5.7,46.9
GA-169,Jones County,51,116,6.2,44.8
GA-171,Lamar County,50,114,5.8,44.2
GA-173,Lanier County,54,102,3.6,50.4
GA-175,Laurens County,53.4,115,6,47.4
GA-177,Lee County,53.3,109,5,48.3
GA-179,Liberty County,55.8,111,5.3,50.5
GA-181,Lincoln County,49.8,116,6.2,43.6
GA-183,Long County,55.5,111,4.9,50.6
GA-185,Lowndes County,54.3,102,3.5,50.8
GA-187,Lumpkin County,44.1,111,5,39.1
GA-189,McDuffie County,50.9,117,6.5,44.4
GA-191,McIntosh County,56.5,112,5.2,51.3
GA-193,Macon County,52,113,5.6,46.4
GA-195,Madison County,46.8,113,4.9,41.9
GA-197,Marion County,51,108,4.6,46.4
GA-199,Meriwether County,49.3,113,5.4,43.9
GA-201,Miller County,54.2,105,4.1,50.1
GA-205,Mitchell County,54.2,105,4.3,49.9
GA-207,Monroe County,50.5,115,6,44.5
GA-209,Montgomery County,53.7,113,5.4,48.3
GA-211,Morgan County,48.8,115,5.8,43
GA-213,Murray County,44.7,112,5.2,39.5
GA-215,Muscogee County,50.9,109,4.4,46.5
GA-217,Newton County,48.5,115,5.7,42.8
GA-219,Oconee County,47.7,113,5.1,42.6
GA-221,Oglethorpe County,47.4,112,5,42.4
GA-223,Paulding County,46.9,114,6,40.9
GA-225,Peach County,51.9,114,5.9,46
GA-227,Pickens County,44.4,111,4.8,39.6
GA-229,Pierce County,55.5,110,4.9,50.6
GA-231,Pike County,49.8,114,5.7,44.1
GA-233,Polk County,47.2,118,6.1,41.1
GA-235,Pulaski County,53.2,116,6.1,47.1
GA-237,Putnam County,50.1,116,6.1,44
GA-239,Quitman County,51.9,104,4,47.9
GA-241,Rabun County,43.1,109,4.4,38.7
GA-243,Randolph County,52.2,104,4.1,48.1
GA-245,Richmond County,52.6,118,6.9,45.7
GA-247,Rockdale County,48,115,5.5,42.5
GA-249,Schley County,51.5,110,4.9,46.6
GA-251,Screven County,53.3,114,6.2,47.1
GA-253,Seminole County,55.2,106,4.6,50.6
GA-255,Spalding County,49.4,115,5.5,43.9
GA-257,Stephens County,46.2,111,4.2,42
GA-259,Stewart County,51.4,105,4.2,47.2
GA-261,Sumter County,52.4,109,5.1,47.3
GA-263,Talbot County,50.2,111,5,45.2
GA-265,Taliaferro County,49.3,113,5.7,43.6
GA-267,Tattnall County,54.3,110,4.7,49.6
GA-269,Taylor County,51,111,5.2,45.8
GA-271,Telfair County,54,113,5.6,48.4
GA-273,Terrell County,52.8,108,4.6,48.2
GA-275,Thomas County,55.1,106,4.4,50.7
GA-277,Tift County,53.7,108,4.9,48.8
GA-279,Toombs County,53.8,110,4.9,48.9
GA-281,Towns County,42.3,109,4.8,37.5
GA-283,Treutlen County,53.5,114,5.7,47.8
GA-285,Troup County,48.7,111,5,43.7
GA-287,Turner County,53.4,111,5.4,48
GA-289,Twiggs County,52.3,116,5.9,46.4
GA-291,Union County,42.4,111,4.9,37.5
GA-293,Upson County,50.4,113,5.6,44.8
GA-295,Walker County,45.9,116,6.5,39.4
GA-297,Walton County,47.7,114,5.4,42.3
GA-299,Ware County,55.6,106,4.5,51.1
GA-301,Warren County,50.5,116,6.1,44.4
GA-303,Washington County,51.7,115,5.6,46.1
GA-305,Wayne County,55.5,110,4.9,50.6
GA-307,Webster County,51.6,106,4.4,47.2
GA-309,Wheeler County,53.9,114,5.6,48.3
GA-311,White County,44.4,112,4.8,39.6
GA-313,Whitfield County,45.8,114,6,39.8
GA-315,Wilcox County,53.6,114,6,47.6
GA-317,Wilkes County,48.8,113,5.8,43
GA-319,Wilkinson County,52.2,115,5.8,46.4
GA-321,Worth County,53.6,109,4.9,48.7
ID-001,Ada County,36.4,119,7,29.4
ID-003,Adams County,27.8,106,5,22.8
ID-005,Bannock County,28.1,114,5.9,22.2
ID-007,Bear Lake County,23.3,106,5.4,17.9
ID-009,Benewah County,33.2,117,7,26.2
ID-011,Bingham County,25.5,102,5.7,19.8
ID-013,Blaine County,23.3,94,3.9,19.4
ID-015,Boise County,28.3,112,5.4,22.9
ID-017,Bonner County,29.6,115,6.6,23
ID-019,Bonneville County,24.4,107,5.4,19
ID-021,Boundary County,27.4,111,6.7,20.7
ID-023,Butte County,18.5,71,2,16.5
ID-025,Camas County,23.9,96,4.2,19.7
ID-027,Canyon County,35.7,114,6.7,29
ID-029,Caribou County,24.5,101,4.5,20
ID-031,Cassia County,29.5,105,5.3,24.2
ID-033,Clark County,19.4,86,3.3,16.1
ID-035,Clearwater County,29.8,108,5.3,24.5
ID-037,Custer County,21,94,3.8,17.2
ID-039,Elmore County,31.7,119,6.5,25.2
ID-041,Franklin County,26.1,102,5.2,20.9
ID-043,Fremont County,21.1,109,5.5,15.6
ID-045,Gem County,31.8,106,5.2,26.6
ID-047,Gooding County,31.6,121,7.1,24.5
ID-049,Idaho County,27.9,111,5.4,22.5
ID-051,Jefferson County,20.4,94,4.2,16.2
ID-053,Jerome County,33,121,7.8,25.2
ID-055,Kootenai County,32.9,118,7.4,25.5
ID-057,Latah County,33.3,115,6.4,26.9
ID-059,Lemhi County,22.2,95,4.3,17.9
ID-061,Lewis County,31.9,111,5.5,26.4
ID-063,Lincoln County,28.5,117,6.9,21.6
ID-065,Madison County,24,110,5.9,18.1
ID-067,Minidoka County,28.3,111,6.6,21.7
ID-069,Nez Perce County,34.9,115,6.2,28.7
ID-071,Oneida County,27.3,95,4.4,22.9
ID-073,Owyhee County,32.6,113,5.6,27
ID-075,Payette County,34.4,117,7.2,27.2
ID-077,Power County,28.2,106,5.8,22.4
ID-079,Shoshone County,29.2,109,5.8,23.4
ID-081,Teton County,22.3,112,5.4,16.9
ID-083,Twin Falls County,31.9,110,5.7,26.2
ID-085,Valley County,24.3,109,4.9,19.4
ID-087,Washington County,30.2,102,5,25.2
IL-001,Adams County,30.5,108,5.2,25.3
IL-003,Alexander County,39.4,113,6.1,33.3
IL-005,Bond County,34.2,108,5.4,28.8
IL-007,Boone County,26.6,114,7.4,19.2
IL-009,Brown County,30.6,107,5.4,25.2
IL-011,Bureau County,27.8,113,6.8,21
IL-013,Calhoun County,33,109,5.2,27.8
IL-015,Carroll County,27.1,120,8.2,18.9
