State,County,CS,Good Days,Moderate Days,Unhealthy for Sensitive Groups Days,Unhealthy Days,Very Unhealthy Days,Hazardous Days,Max AQI,90th Percentile AQI,Median AQI,COVID Deaths (Normalized by Population),COVID Cases (Normalized by Population),COVID Cases Rates
California,Santa Clara,Santa ClaraCalifornia,0.6987474112333758,0.2788794071412531,0.015523866556878013,0.006849315068493151,0.0,0.0,194,68.16666666666667,42.16666666666666,8.19564987353801e-05,0.0023715513431528975,94.40909091
California,Santa Cruz,Santa CruzCalifornia,0.8936310103051626,0.094496843576116,0.009589041095890413,0.00228310502283105,0.0,0.0,170,52.83333333333334,34.666666666666664,1.098044382953959e-05,0.0014603990293287656,8.066666667
California,Shasta,ShastaCalifornia,0.7680548803443482,0.20091235772237345,0.026923172892182545,0.00410958904109589,0.0,0.0,190,74.83333333333333,42.833333333333336,2.2212350066637052e-05,0.0007163482896490449,5.714285714
California,Siskiyou,SiskiyouCalifornia,0.8941718365456693,0.08001398201875694,0.01228302093056502,0.013531160505008577,0.0,0.0,196,60.0,33.833333333333336,0.0,0.0007120053285560073,0.923076923
California,Solano,SolanoCalifornia,0.7188312498440502,0.26518951019287873,0.008216682885445517,0.00730593607305936,0.0004566210045662101,0.0,247,66.16666666666667,42.16666666666666,5.5848075363626816e-05,0.003131960066392192,30.80769231
California,Sonoma,SonomaCalifornia,0.896826109738753,0.09449809117448912,0.00228310502283105,0.005479452054794521,0.0009132420091324203,0.0,226,50.5,35.333333333333336,1.4160409114448472e-05,0.0023971549715173486,31.9
California,Stanislaus,StanislausCalifornia,0.424474137285725,0.4463557651520822,0.11182224218379616,0.016891234373830378,0.0004566210045662101,0.0,240,106.66666666666669,55.5,7.990411506192568e-05,0.004194966040751098,70.32142857
California,Sutter,SutterCalifornia,0.5089253187613844,0.4459091249345011,0.03877286224018764,0.003652968036529681,0.00228310502283105,0.0004566210045662101,335,86.0,50.33333333333334,4.1249445710573264e-05,0.0020315352012457333,5.9366391179999995
California,Tehama,TehamaCalifornia,0.6675927479711445,0.2799281643824649,0.041981788079924184,0.010497299566466422,0.0,0.0,190,85.16666666666667,43.16666666666666,1.5364759387867984e-05,0.0012599102698051749,3.535714286
California,Tulare,TulareCalifornia,0.22501434738129106,0.4669211767347856,0.24918781345909125,0.05842004142026599,0.0004566210045662101,0.0,280,140.33333333333334,77.0,0.00027456321925374577,0.009272943725265178,97.95
California,Tuolumne,TuolumneCalifornia,0.6877522046347768,0.25554199384022586,0.052931205772026375,0.003774595752970973,0.0,0.0,164,85.33333333333333,43.83333333333334,0.0,0.0005506810088476082,2.3
California,Ventura,VenturaCalifornia,0.486085535344462,0.4700900766025402,0.037431693989071035,0.00410958904109589,0.0013698630136986301,0.0009132420091324203,537,86.5,50.83333333333334,5.437313683354492e-05,0.0036595485138403274,155.9714286
California,Yolo,YoloCalifornia,0.7425568281058962,0.2432929111460439,0.009584050702397885,0.003652968036529681,0.0009132420091324203,0.0,235,65.83333333333333,42.0,0.00018140589569160998,0.0025170068027210884,21.48571429
Colorado,Adams,AdamsColorado,0.6383667484049249,0.3547814207650273,0.006851830830047763,0.0,0.0,0.0,132,68.0,46.66666666666666,0.00030149530073189917,0.008167430390339781,55.54521739
Colorado,Arapahoe,ArapahoeColorado,0.676205657177572,0.30689547776537607,0.016442244052485958,0.0004566210045662101,0.0,0.0,156,75.0,45.0,0.0005239190362326566,0.007971489057098036,76.03684211
Colorado,Archuleta,ArchuletaColorado,0.942719739788596,0.056361986565857676,0.0009182736455463727,0.0,0.0,0.0,124,40.66666666666666,26.0,0.0,0.0006415282628840259,76.03684211
Colorado,Boulder,BoulderColorado,0.713593172958782,0.26012542314368503,0.02582099874099509,0.00046040515653775324,0.0,0.0,159,73.0,43.5,0.0002207261891623441,0.00429496376411728,19.77894737
Colorado,Clear Creek,Clear CreekColorado,0.6135471440458713,0.3512138796951809,0.03298485751992832,0.0022541187390194587,0.0,0.0,164,80.33333333333333,48.16666666666666,0.00010309278350515464,0.001958762886597938,0.263157895
Colorado,Denver,DenverColorado,0.4860955161314469,0.499754223120493,0.013237018738927566,0.0009132420091324203,0.0,0.0,153,75.16666666666667,51.0,0.0005239194676648181,0.009830709381458752,96.86391869
Colorado,Douglas,DouglasColorado,0.6460555946175793,0.3121347857132573,0.03813396048606852,0.003675659183094999,0.0,0.0,169,82.5,45.16666666666666,0.0001480831771815215,0.002745234284672822,10.66307692
Colorado,El Paso,El PasoColorado,0.6964755345959031,0.29622102452778404,0.007303440876313097,0.0,0.0,0.0,126,70.66666666666667,45.33333333333334,0.0001679615437470416,0.0033745001061905627,27.54994438
Colorado,Garfield,GarfieldColorado,0.7298076203308631,0.25649499713052376,0.01324076153404696,0.0004566210045662101,0.0,0.0,151,67.33333333333333,45.83333333333334,3.3299478863155794e-05,0.004994921829473369,8.066666667
Colorado,Gunnison,GunnisonColorado,0.7767612195431871,0.21866112624927936,0.0041210332029675695,0.0004566210045662101,0.0,0.0,156,62.5,44.83333333333334,0.0003436032527774596,0.010766235253693735,5.416666667
Colorado,Jefferson,JeffersonColorado,0.6380505027821444,0.3007872345734461,0.057969658407565426,0.0031926042368440755,0.0,0.0,164,89.33333333333331,46.0,0.0003619949869698961,0.004651035116944968,31.959345000000003
Colorado,La Plata,La PlataColorado,0.7202347980138234,0.26379344761334433,0.011405544327170196,0.004109589041095891,0.0004566210045662101,0.0,218,70.0,44.5,1.7786947937603388e-05,0.0020632859607619927,4.4
Colorado,Larimer,LarimerColorado,0.5413167153230032,0.4180539960575891,0.03789081019038351,0.002738478429024128,0.0,0.0,169,84.66666666666667,49.16666666666666,8.125548124259244e-05,0.0020930291202833295,7.546398046
Colorado,Mesa,MesaColorado,0.6881660153106369,0.3068124012375079,0.005021583451855179,0.0,0.0,0.0,150,66.66666666666667,45.66666666666666,0.0,0.0006225277219376175,1.424019608
Colorado,Montezuma,MontezumaColorado,0.7682864246770649,0.2293999441048128,0.002313631218122385,0.0,0.0,0.0,115,63.66666666666666,44.33333333333334,0.00011457816140243669,0.0027498758736584808,1.0691176470000001
Colorado,Prowers,ProwersColorado,0.9709351754799814,0.022519273000020112,0.002337038466047889,0.002793296089385475,0.0014152169645651953,0.0,299,34.5,16.166666666666668,0.0,0.0017252711140322051,0.255652174
Colorado,Rio Blanco,Rio BlancoColorado,0.8096376974324425,0.18944906055842506,0.0009132420091324203,0.0,0.0,0.0,108,57.66666666666666,43.83333333333334,0.0,0.0006325110689437065,0.17857142899999998
Colorado,Routt,RouttColorado,0.9804932184753208,0.019038616730671892,0.0004681647940074907,0.0,0.0,0.0,137,30.16666666666667,14.333333333333336,0.0002340276152586005,0.0029253451907325064,1.7318681319999998
Colorado,Weld,WeldColorado,0.6280035930833147,0.35510517254285506,0.01643461336926417,0.0004566210045662101,0.0,0.0,154,76.33333333333333,46.5,0.0004221983900989855,0.008699752228098073,51.00714286
Connecticut,Fairfield,FairfieldConnecticut,0.6554295481198692,0.28752152107193657,0.04381565486438605,0.013233275943808171,0.0,0.0,185,82.5,44.16666666666666,0.0014586593055255202,0.017721226461097472,313.1936275
Connecticut,Hartford,HartfordConnecticut,0.7348254609875989,0.2492015370411957,0.01551762856501235,0.0004553734061930783,0.0,0.0,169,63.33333333333334,41.16666666666666,0.001539720988651146,0.013110617682680662,211.26728590000002
Connecticut,Litchfield,LitchfieldConnecticut,0.8692925828523893,0.12020001992033105,0.010052023821086558,0.0004553734061930783,0.0,0.0,164,55.0,38.0,0.000759705655648162,0.008262492167268331,29.49264706
Connecticut,New Haven,New HavenConnecticut,0.7129226239488983,0.2514784040721611,0.029210020710132994,0.006388951268807545,0.0,0.0,179,69.5,42.333333333333336,0.0012576673838295563,0.014469609491352514,281.67032969999997
Connecticut,New London,New LondonConnecticut,0.8602486443574419,0.11883115834926332,0.01903123692574569,0.0018889603675491906,0.0,0.0,161,55.33333333333334,36.0,0.00038460668310671704,0.00485660203766129,21.59339525
Connecticut,Windham,WindhamConnecticut,0.931773323772616,0.05935498133494521,0.00840614554420781,0.0004655493482309125,0.0,0.0,154,47.16666666666666,34.666666666666664,0.00012844445205596752,0.0052405336438834755,9.740350877000001
Delaware,Kent,KentDelaware,0.8173479251620259,0.179903525938133,0.002748548899840973,0.0,0.0,0.0,136,58.33333333333334,40.16666666666666,0.0004978261591052404,0.009397851603553373,26.66691729
Delaware,New Castle,New CastleDelaware,0.6435386880255508,0.3327294957207376,0.021906579833819897,0.0018252364198917087,0.0,0.0,172,73.66666666666667,45.0,0.00043668669340477813,0.009089884081159296,73.45064935
Delaware,Sussex,SussexDelaware,0.784569703321107,0.209954587419218,0.005475709259675127,0.0,0.0,0.0,140,60.33333333333334,41.5,0.0007514142384459387,0.020023481694951436,106.20909089999999
Florida,Alachua,AlachuaFlorida,0.9040316652836048,0.09550537175343236,0.0004629629629629631,0.0,0.0,0.0,101,50.16666666666666,35.166666666666664,4.460253565415194e-05,0.004627513074118263,57.91428571
Florida,Baker,BakerFlorida,0.9527160909042464,0.04728390909575361,0.0,0.0,0.0,0.0,90,46.16666666666666,32.666666666666664,0.00013693940431359124,0.0024649092776446425,5.7
Florida,Bay,BayFlorida,0.8518502658526129,0.1476353308552061,0.00051440329218107,0.0,0.0,0.0,126,54.5,38.333333333333336,2.8619673163332475e-05,0.00233536533012793,29.5
Florida,Brevard,BrevardFlorida,0.9050813371250436,0.09446204187039016,0.0004566210045662101,0.0,0.0,0.0,129,50.0,37.833333333333336,2.8241923640483635e-05,0.0032594502460369934,126.4
Florida,Broward,BrowardFlorida,0.8252442580582791,0.17105161188787307,0.003704130053848024,0.0,0.0,0.0,143,55.16666666666666,39.333333333333336,0.00019715502735077924,0.00827282978403075,577.5595238
Florida,Citrus,CitrusFlorida,0.879896968882765,0.10823098550367476,0.011872045613560188,0.0,0.0,0.0,141,53.83333333333334,27.16666666666667,8.68652986495787e-05,0.0021582685741395324,13.2
Florida,Collier,CollierFlorida,0.8976477857246102,0.10235221427538976,0.0,0.0,0.0,0.0,93,51.5,35.333333333333336,0.0002104431777439452,0.011369127726018571,131.2
Florida,Columbia,ColumbiaFlorida,0.8522591934320695,0.14727655401454154,0.00046425255338904386,0.0,0.0,0.0,111,54.66666666666666,36.16666666666666,4.1849175571241246e-05,0.00412911865636247,7.054545455
Florida,Duval,DuvalFlorida,0.7566269176986654,0.23788857073402397,0.005027890562744279,0.0004566210045662101,0.0,0.0,155,60.83333333333334,41.16666666666666,6.995525995687832e-05,0.006765822157023456,343.62857139999994
Florida,Escambia,EscambiaFlorida,0.8238091673528457,0.1725378646106246,0.00365296803652968,0.0,0.0,0.0,126,56.83333333333334,39.833333333333336,0.00014136895412106208,0.006427575114037623,100.0
Florida,Flagler,FlaglerFlorida,0.9619440060863635,0.03805599391363641,0.0,0.0,0.0,0.0,93,45.66666666666666,33.666666666666664,4.344765860567774e-05,0.002806718745926782,9.95
Florida,Hamilton,HamiltonFlorida,0.8712401274945408,0.12875987250545914,0.0,0.0,0.0,0.0,82,52.5,33.0,0.0001386193512614361,0.023911838092597726,6.967857143
Florida,Highlands,HighlandsFlorida,0.9559811456543624,0.04354402053747028,0.0004748338081671415,0.0,0.0,0.0,108,46.0,32.5,0.00010355767691887668,0.003511546680976455,10.2
Florida,Hillsborough,HillsboroughFlorida,0.7013359699245618,0.2840342756859712,0.014174380983273862,0.0004553734061930783,0.0,0.0,154,67.0,43.5,9.511076327746256e-05,0.007788892149829344,550.4
Florida,Holmes,HolmesFlorida,0.8405333208035505,0.15946667919644966,0.0,0.0,0.0,0.0,100,53.66666666666666,38.333333333333336,0.0,0.009226691135239842,5.845238095
Florida,Indian River,Indian RiverFlorida,0.9300536363099088,0.0684487675975771,0.0014975960925141035,0.0,0.0,0.0,105,48.16666666666666,36.66666666666666,0.00010004814817130745,0.004620973843662263,28.0
Florida,Lake,LakeFlorida,0.9174410143909744,0.0792617439629859,0.003297241646039602,0.0,0.0,0.0,122,48.83333333333334,34.5,5.992623625101466e-05,0.0038407269597241214,73.4
Florida,Lee,LeeFlorida,0.8816919578571579,0.11693942672751648,0.001368615415325499,0.0,0.0,0.0,108,51.66666666666666,36.66666666666666,0.00020633888631506,0.007616370589830737,218.0285714
Florida,Leon,LeonFlorida,0.7605214255201661,0.23855899051230464,0.0004629629629629631,0.0004566210045662101,0.0,0.0,157,57.83333333333334,39.5,2.7249627020730154e-05,0.003913727680852368,71.0
Florida,Liberty,LibertyFlorida,0.9740001480835742,0.02599985191642592,0.0,0.0,0.0,0.0,74,44.33333333333334,31.83333333333333,0.00011970313622216902,0.026574096241321524,3.0
Florida,Manatee,ManateeFlorida,0.9192067769543628,0.07714025500910747,0.00365296803652968,0.0,0.0,0.0,133,49.33333333333334,35.166666666666664,0.00032237825881022586,0.007476695771637161,112.8571429
