State,County,CS,MaxAQI,x90thPercentileAQI,MedianAQI,AQI_Class_KM,Extreme_AQI,Norm_Cases,Norm_Deaths,Liklihood_Deaths,Case_Det_Class,Case_Spectral_Class
California,Tehama,TehamaCalifornia,190,85.1666666666667,43.1666666666667,3,0,125.991026980517,1.5364759387867999,0.0121951219512195,2,5
California,Tulare,TulareCalifornia,280,140.333333333333,77.0,3,1,927.2943725265179,27.027316895290603,0.029146426092991,3,4
California,Tuolumne,TuolumneCalifornia,164,85.3333333333333,43.8333333333333,2,0,55.0681008847608,0.0,0.0,2,5
California,Ventura,VenturaCalifornia,537,86.5,50.8333333333333,3,1,365.95485138403296,5.319111211977219,0.0145348837209302,3,6
California,Yolo,YoloCalifornia,235,65.8333333333333,42.0,2,1,251.700680272109,18.140589569161,0.0720720720720721,2,5
Colorado,Adams,AdamsColorado,132,68.0,46.6666666666667,2,0,816.743039033978,29.956263854772,0.0366777094178893,1,0
Colorado,Arapahoe,ArapahoeColorado,156,75.0,45.0,2,0,797.1489057098039,52.391903623265705,0.0657241115781429,1,3
Colorado,Archuleta,ArchuletaColorado,124,40.6666666666667,26.0,1,0,64.15282628840261,0.0,0.0,1,1
Colorado,Boulder,BoulderColorado,159,73.0,43.5,2,0,429.49637641172797,22.072618916234397,0.0513918629550321,3,6
Colorado,Clear Creek,Clear CreekColorado,164,80.3333333333333,48.1666666666667,2,0,195.876288659794,10.3092783505155,0.0526315789473684,1,6
Colorado,Denver,DenverColorado,153,75.1666666666667,51.0,3,0,983.070938145875,52.3919467664818,0.0532941670163659,1,0
Colorado,Douglas,DouglasColorado,169,82.5,45.1666666666667,2,0,274.523428467282,14.808317718152098,0.0539419087136929,3,6
Colorado,El Paso,El PasoColorado,126,70.6666666666667,45.3333333333333,2,0,337.450010619056,16.796154374704198,0.0497737556561086,3,1
Colorado,Garfield,GarfieldColorado,151,67.3333333333333,45.8333333333333,2,0,499.492182947337,3.32994788631558,0.0066666666666666706,3,6
Colorado,Gunnison,GunnisonColorado,156,62.5,44.8333333333333,2,0,1076.6235253693699,34.360325277746,0.0319148936170213,1,0
Colorado,Jefferson,JeffersonColorado,164,89.3333333333333,46.0,3,0,465.103511694497,35.8563754865916,0.0770933234968646,1,0
Colorado,La Plata,La PlataColorado,218,70.0,44.5,2,1,206.328596076199,1.7786947937603401,0.00862068965517242,3,1
Colorado,Larimer,LarimerColorado,169,84.6666666666667,49.1666666666667,3,0,209.30291202833303,8.125548124259241,0.0388219544846051,1,6
Colorado,Mesa,MesaColorado,150,66.6666666666667,45.6666666666667,2,0,62.2527721937618,0.0,0.0,2,1
Colorado,Montezuma,MontezumaColorado,115,63.6666666666667,44.3333333333333,2,0,274.987587365848,11.4578161402437,0.0416666666666667,1,5
Colorado,Prowers,ProwersColorado,299,34.5,16.1666666666667,1,1,172.52711140322103,0.0,0.0,1,6
Colorado,Rio Blanco,Rio BlancoColorado,108,57.6666666666667,43.8333333333333,1,0,63.2511068943707,0.0,0.0,2,5
Colorado,Routt,RouttColorado,137,30.1666666666667,14.333333333333302,1,0,292.534519073251,23.4027615258601,0.08,1,6
Colorado,Weld,WeldColorado,154,76.3333333333333,46.5,2,0,869.975222809807,42.2198390098985,0.0485299326957138,1,3
Connecticut,Fairfield,FairfieldConnecticut,185,82.5,44.1666666666667,3,0,1772.1226461097501,145.865930552552,0.0823114195130705,1,3
Connecticut,Hartford,HartfordConnecticut,169,63.3333333333333,41.1666666666667,2,0,1311.06176826807,153.635670389808,0.11718415875459802,1,3
Connecticut,Litchfield,LitchfieldConnecticut,164,55.0,38.0,1,0,826.2492167268331,75.97056556481621,0.0919463087248322,1,3
Connecticut,New Haven,New HavenConnecticut,179,69.5,42.3333333333333,2,0,1446.9609491352498,125.766738382956,0.0869178525226391,1,3
Connecticut,New London,New LondonConnecticut,161,55.3333333333333,36.0,1,0,485.660203766129,38.4606683106717,0.0791925465838509,1,0
Connecticut,Windham,WindhamConnecticut,154,47.1666666666667,34.6666666666667,1,0,524.053364388348,12.8444452055968,0.0245098039215686,3,0
Delaware,Kent,KentDelaware,136,58.3333333333333,40.1666666666667,1,0,939.7851603553371,49.2294757337405,0.0523837551500883,1,3
Delaware,New Castle,New CastleDelaware,172,73.6666666666667,45.0,2,0,908.98840811593,43.6686693404778,0.0480409529434928,3,0
Delaware,Sussex,SussexDelaware,140,60.3333333333333,41.5,2,0,2002.3481694951397,75.1414238445939,0.0375266524520256,1,3
Florida,Alachua,AlachuaFlorida,101,50.1666666666667,35.1666666666667,1,0,462.751307411826,4.46025356541519,0.00963855421686747,2,6
Florida,Baker,BakerFlorida,90,46.1666666666667,32.6666666666667,1,0,246.490927764464,13.6939404313591,0.0555555555555556,2,5
Florida,Bay,BayFlorida,126,54.5,38.3333333333333,1,0,233.536533012793,2.2895738530666,0.00980392156862745,3,5
Florida,Brevard,BrevardFlorida,129,50.0,37.8333333333333,1,0,325.945024603699,2.82419236404836,0.00866462793068298,2,6
Florida,Broward,BrowardFlorida,143,55.1666666666667,39.3333333333333,1,0,827.2829784030749,19.6130845390515,0.0237078303930672,2,0
Florida,Citrus,CitrusFlorida,141,53.8333333333333,27.1666666666667,1,0,215.826857413953,8.68652986495787,0.0402476780185759,2,5
Florida,Collier,CollierFlorida,93,51.5,35.3333333333333,1,0,1136.9127726018598,19.225673028459198,0.0169104204753199,3,4
Florida,Columbia,ColumbiaFlorida,111,54.6666666666667,36.1666666666667,1,0,412.911865636247,4.18491755712413,0.0101351351351351,2,6
Florida,Duval,DuvalFlorida,155,60.8333333333333,41.1666666666667,2,0,676.5822157023459,6.682293488418231,0.009876543209876541,3,4
Florida,Escambia,EscambiaFlorida,126,56.8333333333333,39.8333333333333,1,0,642.757511403762,14.136895412106199,0.0219941348973607,2,0
Florida,Flagler,FlaglerFlorida,93,45.6666666666667,33.6666666666667,1,0,280.67187459267797,4.34476586056777,0.0154798761609907,2,1
Florida,Hamilton,HamiltonFlorida,82,52.5,33.0,1,0,2391.18380925977,13.861935126143598,0.00579710144927536,1,0
Florida,Highlands,HighlandsFlorida,108,46.0,32.5,1,0,351.154668097645,10.3557676918877,0.0294906166219839,2,6
Florida,Hillsborough,HillsboroughFlorida,154,67.0,43.5,2,0,778.8892149829339,9.37520380877845,0.0120366332315744,2,4
Florida,Holmes,HolmesFlorida,100,53.6666666666667,38.3333333333333,1,0,922.669113523984,0.0,0.0,2,0
Florida,Indian River,Indian RiverFlorida,105,48.1666666666667,36.6666666666667,1,0,462.097384366226,10.004814817130699,0.0216508795669824,2,4
Florida,Lake,LakeFlorida,122,48.8333333333333,34.5,1,0,384.072695972412,5.99262362510147,0.0156028368794326,2,6
Florida,Lee,LeeFlorida,108,51.6666666666667,36.6666666666667,1,0,761.637058983074,20.5041157470311,0.0269211109217925,3,4
Florida,Leon,LeonFlorida,157,57.8333333333333,39.5,2,0,391.37276808523694,2.72496270207302,0.0069625761531766795,3,6
Florida,Liberty,LibertyFlorida,74,44.3333333333333,31.8333333333333,1,0,2657.40962413215,11.9703136222169,0.0045045045045045,1,4
Florida,Manatee,ManateeFlorida,133,49.3333333333333,35.1666666666667,1,0,747.669577163716,32.2378258810226,0.0431177446102819,2,4
Florida,Marion,MarionFlorida,105,52.5,37.1666666666667,1,0,198.862626135528,2.7353868794432903,0.0137551581843191,2,5
Florida,Martin,MartinFlorida,115,50.1666666666667,36.5,1,0,1311.80124223603,15.527950310559001,0.0118371212121212,3,4
Florida,Miami-Dade,Miami-DadeFlorida,146,58.5,41.1666666666667,2,0,1397.19684645226,36.474857744374205,0.0261057401016833,2,0
Florida,Nassau,NassauFlorida,106,51.1666666666667,31.0,1,0,221.156558533145,1.12834978843441,0.005102040816326529,2,5
Florida,Okaloosa,OkaloosaFlorida,115,47.1666666666667,34.6666666666667,1,0,334.064098548909,2.84713720354184,0.00852272727272727,2,6
Florida,Orange,OrangeFlorida,151,55.5,38.5,1,0,780.3641603729441,4.16232493117811,0.00533382379988965,2,4
Florida,Osceola,OsceolaFlorida,133,48.0,33.5,1,0,575.913304289277,6.38720855034318,0.011090573012939,2,4
Florida,Palm Beach,Palm BeachFlorida,164,55.8333333333333,38.5,1,0,965.2117559812131,34.073371326255895,0.0353014466671281,3,4
Florida,Pasco,PascoFlorida,129,50.3333333333333,36.1666666666667,1,0,385.054887922491,3.4299310222819197,0.00890764181903422,2,6
Florida,Pinellas,PinellasFlorida,140,56.1666666666667,39.5,1,0,703.695194646952,17.0257108747113,0.0241947238011952,2,4
Florida,Polk,PolkFlorida,143,54.6666666666667,38.0,1,0,558.516619594717,13.5214003755638,0.0242094861660079,3,4
Florida,Putnam,PutnamFlorida,54,24.6666666666667,14.333333333333302,1,0,511.26528092752403,8.05142174689014,0.015748031496063,2,6
Florida,Santa Rosa,Santa RosaFlorida,136,54.6666666666667,39.0,1,0,551.939250130217,14.3163050530465,0.0259381898454746,3,4
Florida,Sarasota,SarasotaFlorida,115,56.1666666666667,39.0,1,0,334.75663680803797,4.88299794371531,0.0145867098865478,2,5
Florida,Seminole,SeminoleFlorida,150,50.1666666666667,36.1666666666667,1,0,369.113436097957,22.363524860400897,0.0605871330418488,3,6
Florida,St. Lucie,St. LucieFlorida,122,46.8333333333333,34.1666666666667,1,0,568.429887288958,3.39108061022496,0.00596569724086503,2,4
Florida,Volusia,VolusiaFlorida,108,51.1666666666667,37.3333333333333,1,0,401.05985352911006,10.3021233218383,0.0256872465074358,2,6
Florida,Wakulla,WakullaFlorida,175,53.5,35.5,1,0,192.655383977,5.927857968523071,0.0307692307692308,2,1
Georgia,Bibb,BibbGeorgia,147,60.3333333333333,40.5,2,0,601.9887828988179,25.463733766869698,0.0422993492407809,2,0
Georgia,Chatham,ChathamGeorgia,180,56.5,39.0,2,0,476.45371937947,12.7837473655115,0.0268310369833212,3,6
Georgia,Chattooga,ChattoogaGeorgia,97,48.6666666666667,37.5,1,0,250.11093630239202,8.06809471943201,0.032258064516129,3,5
Georgia,Clarke,ClarkeGeorgia,162,58.0,40.1666666666667,2,0,447.28085965199404,11.688524206933598,0.0261324041811847,3,6
Georgia,Cobb,CobbGeorgia,200,59.6666666666667,41.3333333333333,2,0,668.4286204796219,31.967753351023003,0.0478252312536902,2,0
Georgia,Columbia,ColumbiaGeorgia,105,49.5,38.1666666666667,1,0,322.243066988272,5.7429457483058295,0.0178217821782178,2,5
Georgia,Dawson,DawsonGeorgia,126,49.3333333333333,37.5,1,0,551.555078903018,11.4907308104795,0.0208333333333333,1,0
Georgia,DeKalb,DeKalbGeorgia,159,65.8333333333333,46.6666666666667,2,0,784.804891893423,22.7842333105491,0.0290317167309951,3,0
Georgia,Dougherty,DoughertyGeorgia,151,61.3333333333333,38.5,2,0,2176.0880440220103,175.08754377188598,0.0804597701149425,1,4
Georgia,Douglas,DouglasGeorgia,151,57.5,39.5,1,0,663.509699814819,24.5997417027121,0.0370751802265705,2,0
Georgia,Floyd,FloydGeorgia,109,61.3333333333333,42.0,2,0,547.219232877825,15.2287356088449,0.0278293135435993,3,0
Georgia,Fulton,FultonGeorgia,172,69.3333333333333,46.8333333333333,2,0,683.969069597166,29.325044622003002,0.042874811048509,3,0
Georgia,Glynn,GlynnGeorgia,129,48.8333333333333,35.1666666666667,1,0,983.679594803733,7.03465741218403,0.00715137067938022,2,4
Georgia,Gwinnett,GwinnettGeorgia,154,62.6666666666667,42.1666666666667,2,0,893.137516688918,18.157543391188298,0.0203300645778522,3,4
Georgia,Henry,HenryGeorgia,159,59.5,37.6666666666667,2,0,529.926117299977,14.068834972565801,0.0265486725663717,2,0
Georgia,Houston,HoustonGeorgia,152,57.8333333333333,36.8333333333333,2,0,413.016349619607,14.5695951552929,0.0352760736196319,2,1
Georgia,Lowndes,LowndesGeorgia,151,56.6666666666667,36.5,1,0,1053.6088445224302,9.36919748564809,0.008892481810832659,3,4
Georgia,Murray,MurrayGeorgia,233,53.5,39.8333333333333,1,1,553.671189146049,4.988028731045491,0.009009009009009009,3,4
Georgia,Muscogee,MuscogeeGeorgia,148,58.0,38.8333333333333,2,0,889.313425516808,24.007886846232,0.0269959793222286,3,4
Georgia,Pike,PikeGeorgia,161,52.6666666666667,36.8333333333333,1,0,474.633477481278,21.094821221390102,0.0444444444444444,2,0
Georgia,Richmond,RichmondGeorgia,364,61.8333333333333,42.0,2,1,499.70866787149805,23.7015968950908,0.0474308300395257,2,4
Georgia,Rockdale,RockdaleGeorgia,150,61.8333333333333,37.8333333333333,2,0,518.174617144869,12.101742650941699,0.0233545647558386,2,4
Georgia,Sumter,SumterGeorgia,129,50.3333333333333,36.5,1,0,1886.60073160818,169.353746104864,0.0897666068222621,1,4
Georgia,Walker,WalkerGeorgia,174,57.6666666666667,38.0,2,0,465.876349249581,15.7681225899858,0.0338461538461538,3,0
Hawaii,Hawaii,HawaiiHawaii,337,171.5,110.333333333333,3,1,43.173393279838,0.0,0.0,1,1
Hawaii,Honolulu,HonoluluHawaii,195,44.3333333333333,30.6666666666667,1,0,67.62005124348039,1.23132111520753,0.0182094081942337,2,1
Hawaii,Kauai,KauaiHawaii,71,29.3333333333333,14.333333333333302,1,0,52.563872020804205,0.0,0.0,2,1
Hawaii,Maui,MauiHawaii,166,35.8333333333333,20.5,1,0,74.6638632874798,3.5838654377990298,0.048,1,6
Idaho,Ada,AdaIdaho,184,66.8333333333333,39.8333333333333,2,0,475.095880910407,4.77587642523573,0.0100524475524476,2,6
Idaho,Bannock,BannockIdaho,200,54.3333333333333,30.3333333333333,1,0,118.440233236152,1.13884839650146,0.009615384615384609,3,5
Idaho,Benewah,BenewahIdaho,307,77.8333333333333,39.3333333333333,3,1,225.855022585502,0.0,0.0,1,6
Idaho,Bonner,BonnerIdaho,252,50.8333333333333,21.5,1,1,72.148494720042,0.0,0.0,2,5
Idaho,Canyon,CanyonIdaho,164,57.8333333333333,27.3333333333333,2,0,391.561416408164,3.04547768317461,0.007777777777777779,2,6
Idaho,Caribou,CaribouIdaho,108,18.6666666666667,3.5,1,0,153.738644304682,0.0,0.0,2,5
Idaho,Franklin,FranklinIdaho,166,52.8333333333333,21.6666666666667,1,0,180.16719515710602,0.0,0.0,2,1
Idaho,Lemhi,LemhiIdaho,243,84.0,32.6666666666667,3,1,24.9159088077738,0.0,0.0,2,1
Illinois,Adams,AdamsIllinois,115,51.0,38.3333333333333,1,0,142.125773668526,1.52823412546802,0.010752688172043001,2,1
Illinois,Champaign,ChampaignIllinois,112,59.6666666666667,40.6666666666667,2,0,419.669129043488,5.72276085059302,0.0136363636363636,1,0
Illinois,Clark,ClarkIllinois,101,52.0,36.8333333333333,1,0,97.143967359627,0.0,0.0,3,1
Illinois,Cook,CookIllinois,183,80.6666666666667,52.6666666666667,3,0,1765.1822742776899,88.636766530757,0.0502139455071444,1,0
Illinois,DuPage,DuPageIllinois,174,63.8333333333333,40.8333333333333,2,0,984.1579073398481,50.92526879332029,0.0517450181658042,1,0
Illinois,Effingham,EffinghamIllinois,112,52.8333333333333,39.8333333333333,1,0,35.2858151023289,2.94048459186074,0.0833333333333333,2,1
Illinois,Hamilton,HamiltonIllinois,105,58.6666666666667,40.3333333333333,1,0,61.606702809265606,0.0,0.0,2,1
Illinois,Jersey,JerseyIllinois,150,60.8333333333333,41.0,2,0,160.749552197676,4.5928443485050305,0.0285714285714286,3,1
Illinois,Jo Daviess,Jo DaviessIllinois,119,47.0,33.8333333333333,1,0,207.205085943019,4.70920649870497,0.0227272727272727,3,1
Illinois,Kane,KaneIllinois,143,57.6666666666667,36.5,1,0,1452.4711543699,50.3378080138542,0.0346566662356136,1,0
Illinois,Lake,LakeIllinois,164,54.0,35.6666666666667,1,0,1400.07321957978,59.7242062495065,0.0426579163248564,1,0
Illinois,Macon,MaconIllinois,126,67.5,44.5,2,0,669.647208666099,31.5166323341153,0.047064531780689006,1,0
Illinois,Macoupin,MacoupinIllinois,115,47.6666666666667,31.0,1,0,152.171504865407,7.5794236139857905,0.0498084291187739,1,1
Illinois,Madison,MadisonIllinois,156,72.5,46.0,2,0,223.05762001365298,21.1520156909498,0.0948275862068966,1,6
Illinois,McHenry,McHenryIllinois,136,61.0,40.5,2,0,115.745893246672,6.67764768730802,0.0576923076923077,1,6
Illinois,McLean,McLeanIllinois,108,57.5,40.0,1,0,360.122601400942,25.858856277997898,0.07180570221752901,3,1
Illinois,Peoria,PeoriaIllinois,115,61.5,42.0,2,0,278.492457263407,15.6268312692894,0.0561122244488978,3,6
Illinois,Randolph,RandolphIllinois,129,57.5,38.8333333333333,1,0,903.0268705556599,22.025045623308802,0.024390243902439,1,4
Illinois,Rock Island,Rock IslandIllinois,115,54.6666666666667,37.5,1,0,667.4701682419529,20.4399523537662,0.030623020063357997,3,4
Illinois,Sangamon,SangamonIllinois,122,55.5,37.5,1,0,221.398043889208,15.924221254212199,0.0719257540603249,1,6
Illinois,Wabash,WabashIllinois,116,18.3333333333333,2.6666666666666696,1,0,190.97222222222197,0.0,0.0,3,6
Illinois,Will,WillIllinois,126,61.6666666666667,42.1666666666667,2,0,976.339970148087,46.1821545784756,0.0473013048635824,1,0
Illinois,Winnebago,WinnebagoIllinois,151,53.6666666666667,35.8333333333333,1,0,1077.9553529719901,33.2658579052418,0.030860144451740002,1,0
Indiana,Allen,AllenIndiana,169,65.1666666666667,43.3333333333333,2,0,705.775654562759,29.000867389579202,0.0410907732536421,3,4
